Total general,Total Región Distrito Nacional,Total 0 - Santo Domingo,Distrito Nacional,Monte Plata,Santo Domingo,Total Región Este,Total V - Este,El Seybo,Hato Mayor del Rey,La Altagracia,La Romana,San Pedro de Macorís,Total Región Norte,Total II - Norcentral,Espaillat,Puerto Plata,Santiago,Total III - Nordeste,Duarte,Hermanas Mirabal,Maria Trinidad Sanchez,Samaná,Total VII - Cibao Occidental,Dajabon,Montecristi,Santiago Rodriguez,Valverde,Total VIII - Cibao Central,La vega,Monseñor Nouel,Sanchez Ramirez,Total Región Sur,Total I - Valdesia,Peravia,San Cristóbal,San José de Ocoa,Total IV - Enriquillo,Bahoruco,Barahona,Independencia,Pedernales,Total VI - El Valle,Azua,Elias Piña,San Juan de la Maguana,No Especificada,Month,Year,Periodo de Cobertura
402546,204426,204426,181566,2568,20292,26384,26384,1285,1589,5528,10386,7596,84400,50189,4460,9264,36465,11068,5978,1802,2274,1014,7113,1570,1709,1341,2493,16030,7765,5312,2953,36287,20126,2832,16273,1021,7110,1490,3708,1229,683,9051,3482,974,4595,51049,9,2007,2007-09-01
481568,225383,225383,192688,5375,27320,31958,31958,1930,2649,6549,11299,9531,117411,63229,6822,12025,44382,19003,9253,3561,3978,2211,11287,2500,2564,2356,3867,23892,11868,6806,5218,55349,26640,3977,20529,2134,12958,3082,6657,2211,1008,15751,6058,1731,7962,51467,10,2007,2007-10-01
506475,236631,236631,200037,5511,31083,33376,33376,1978,2773,6842,11623,10160,125865,68810,7284,12899,48627,19834,9753,3748,4025,2308,11915,2570,2696,2464,4185,25306,12568,7152,5586,58319,28420,4306,21861,2253,13522,3228,6957,2304,1033,16377,6219,1829,8329,52284,11,2007,2007-11-01
535562,249104,249104,210683,5910,32511,36404,36404,2186,3092,6934,12828,11364,134515,72518,7890,13307,51321,21586,11019,3888,4228,2451,12560,2725,2879,2548,4408,27851,14075,7816,5960,62313,30179,4538,23297,2344,14460,3525,7428,2454,1053,17674,6911,1989,8774,53226,12,2007,2007-12-01
546150,253946,253946,214410,6039,33497,37815,37815,2262,3179,7336,13211,11827,137345,74339,8051,13773,52515,21984,11352,3912,4232,2488,12681,2754,2887,2538,4502,28341,14463,7861,6017,63379,31045,4616,24045,2384,14535,3451,7518,2465,1101,17799,6869,1996,8934,53665,1,2008,2008-01-01
565039,262909,262909,222015,6096,34798,39533,39533,2350,3238,7620,13628,12697,142874,77709,8458,14369,54882,22826,11807,4066,4410,2543,13151,2854,3002,2540,4755,29188,14608,8243,6337,65016,32305,4722,25126,2457,14523,3352,7591,2455,1125,18188,7014,2038,9136,54707,2,2008,2008-02-01
577657,269173,269173,227074,6300,35799,40170,40170,2375,3309,7786,13765,12935,145991,79233,8522,14509,56202,23107,12031,4118,4365,2593,13509,2905,3107,2629,4868,30142,15215,8495,6432,66998,33600,4852,26265,2483,14839,3393,7739,2585,1122,18559,7134,2083,9342,55325,3,2008,2008-03-01
595369,277030,277030,233424,6482,37124,42382,42382,2475,3376,8124,14910,13497,150942,82306,8807,14899,58600,23833,12460,4259,4508,2606,13867,2922,3211,2683,5051,30936,15660,8631,6645,68009,34038,4905,26571,2562,15116,3492,7871,2610,1143,18855,7230,2107,9518,57006,4,2008,2008-04-01
622228,287199,287199,241782,6649,38768,45429,45429,2687,3612,8774,15507,14849,160754,87823,9328,15849,62646,25171,13129,4541,4786,2715,14689,3076,3400,2851,5362,33071,16506,9430,7135,71578,35850,5128,28071,2651,15796,3626,8276,2741,1153,19932,7625,2248,10059,57268,5,2008,2008-05-01
644595,296375,296375,248374,7134,40867,46867,46867,2801,3773,8991,15669,15633,168172,91414,10009,16514,64891,26351,13752,4767,5039,2793,15559,3193,3666,3033,5667,34848,17669,9617,7562,75345,37303,5436,29098,2769,17026,3935,8894,2922,1275,21016,8111,2351,10554,57836,6,2008,2008-06-01
675951,307335,307335,257185,7244,42906,51417,51417,2954,4101,9934,17260,17168,176824,96582,10815,17286,68481,27853,14541,4966,5417,2929,16150,3288,3772,3137,5953,36239,18443,9821,7975,78124,38917,5782,30293,2842,17579,4090,9171,2983,1335,21628,8347,2407,10874,62251,7,2008,2008-07-01
672797,303801,303801,253347,7175,43279,50110,50110,2880,3846,9532,16871,16981,181462,99802,11140,17375,71287,28551,15135,5036,5455,2925,16638,3303,3933,3162,6240,36471,18799,9715,7957,78919,39245,5828,30555,2862,17681,4143,9225,2981,1332,21993,8649,2438,10906,58505,8,2008,2008-08-01
678652,305281,305281,254485,7204,43592,51186,51186,3000,3966,9567,17582,17071,184752,101933,11521,17532,72880,28895,15301,5116,5536,2942,17195,3354,4020,3222,6599,36729,18948,9781,8000,79065,39273,5896,30502,2875,17648,4092,9150,3069,1337,22144,8726,2478,10940,58368,9,2008,2008-09-01
694086,311597,311597,259403,7443,44751,53348,53348,3098,4117,9906,18147,18080,189107,104365,11890,17718,74757,29466,15572,5231,5685,2978,17440,3383,4004,3227,6826,37836,19513,10108,8215,80920,40457,6057,31452,2948,17811,4117,9254,3084,1356,22652,8919,2506,11227,59114,10,2008,2008-10-01
700174,313038,313038,260304,7424,45310,52627,52627,3102,4089,9644,18058,17734,191807,105705,12216,17697,75792,30044,15890,5362,5836,2956,17940,3554,4104,3256,7026,38118,19326,10362,8430,82277,41289,6239,32057,2993,18052,4172,9434,3101,1345,22936,9055,2517,11364,60425,11,2008,2008-11-01
710857,317447,317447,263701,7540,46206,54025,54025,3222,4119,9624,18840,18220,196162,108327,12485,18156,77686,30775,16293,5469,5952,3061,18316,3578,4210,3307,7221,38744,19655,10610,8479,83108,41700,6248,32356,3096,18164,4214,9476,3128,1346,23244,9190,2540,11514,60115,12,2008,2008-12-01
741340,330601,330601,274669,7918,48014,57984,57984,3344,4368,10681,20516,19075,205849,113265,13333,18772,81160,32055,16999,5654,6239,3163,19197,3708,4323,3430,7736,41332,21136,11358,8838,86557,43787,6650,33932,3205,18637,4310,9787,3186,1354,24133,9492,2608,12033,60349,1,2009,2009-01-01
761728,338087,338087,280889,7866,49332,60586,60586,3536,4429,11092,21575,19954,212418,117436,13858,19639,83939,32759,17380,5742,6350,3287,19527,3735,4431,3489,7872,42696,21569,12141,8986,88212,44799,6857,34638,3304,18966,4386,10005,3211,1364,24447,9603,2606,12238,62425,2,2009,2009-02-01
775832,344557,344557,285573,8091,50893,62720,62720,3645,4596,11489,22534,20456,215750,118937,13892,19379,85666,33954,18114,5873,6637,3330,19820,3785,4480,3570,7985,43039,22513,11333,9193,90032,45971,7259,35432,3280,19169,4434,10085,3264,1386,24892,9894,2638,12360,62773,3,2009,2009-03-01
804431,358966,358966,297971,8272,52723,65601,65601,3754,4796,11752,23994,21305,223814,122936,14507,20571,87858,35306,18844,6162,6876,3424,20553,3907,4703,3677,8266,45019,23462,11955,9602,93155,47565,7633,36499,3433,19621,4590,10473,3266,1292,25969,10287,2777,12905,62895,4,2009,2009-04-01
812317,362172,362172,300082,8247,53843,67585,67585,3886,4859,12182,24786,21872,228098,125624,14794,21081,89749,35990,19250,6297,6960,3483,20871,3956,4834,3635,8446,45613,23599,12149,9865,93114,47494,7676,36352,3466,19721,4612,10580,3245,1284,25899,10288,2766,12845,61348,5,2009,2009-05-01
843186,375733,375733,311023,8597,56113,70691,70691,4075,5092,12815,25756,22953,236418,128484,15408,21448,91628,37543,20066,6612,7278,3587,21852,4071,5102,3852,8827,48539,25175,13011,10353,97350,49890,8161,38027,3702,20372,4780,10851,3379,1362,27088,10694,2864,13530,62994,6,2009,2009-06-01
872676,386765,386765,319625,8849,58291,73789,73789,4250,5379,13523,27091,23546,246188,133419,16216,22378,94825,39058,20944,6838,7577,3699,22996,4247,5417,3984,9348,50715,26137,13985,10593,101138,51793,9005,38965,3823,21185,4926,11269,3492,1498,28160,11132,2983,14045,64796,7,2009,2009-07-01
912976,407842,407842,337344,9134,61364,77023,77023,4522,5237,14010,28354,24900,257038,138623,17221,22562,98840,41241,22226,7214,7909,3892,24384,4510,5752,4179,9943,52790,26837,14629,11324,106496,54738,9708,41087,3943,22105,5142,11807,3623,1533,29653,11674,3111,14868,64577,8,2009,2009-08-01
930044,414679,414679,342565,9442,62672,78207,78207,4552,5276,14113,28787,25479,263533,141581,17490,22840,101251,42363,22803,7422,8144,3994,25166,4603,5831,4384,10348,54423,27949,14924,11550,108508,56018,10094,41897,4027,22181,5156,11884,3621,1520,30309,11992,3114,15203,65117,9,2009,2009-09-01
952664,423149,423149,348275,9798,65076,80173,80173,4626,5455,14415,29548,26129,271584,145128,18047,23493,103588,43707,23385,7741,8477,4104,26232,4748,6042,4545,10897,56517,29145,15343,12029,111674,57414,10271,42925,4218,22983,5350,12328,3766,1539,31277,12389,3213,15675,66084,10,2009,2009-10-01
970589,431384,431384,354106,9994,67284,81313,81313,4711,5502,14824,29965,26311,278296,149079,18756,23779,106544,44557,23582,7983,8670,4322,26834,4838,6152,4539,11305,57826,29682,15897,12247,114538,58882,10824,43726,4332,23518,5450,12662,3837,1569,32138,12753,3284,16101,65058,11,2009,2009-11-01
986607,436785,436785,358102,9863,68820,83013,83013,4820,5509,15113,30823,26748,285110,152510,19068,24691,108751,46450,24845,8202,8935,4468,27507,4927,6252,4649,11679,58643,30061,16162,12420,116537,59970,11397,44218,4355,24053,5508,13028,3938,1579,32514,12802,3310,16402,65162,12,2009,2009-12-01
1010084,446827,446827,365725,10007,71095,85380,85380,4983,5620,15701,31443,27633,293532,156272,19964,25759,110549,48070,25821,8473,9282,4494,28573,5026,6400,4831,12316,60617,31023,16813,12781,118773,60831,11756,44677,4398,24434,5560,13349,3929,1596,33508,13237,3398,16873,65572,1,2010,2010-01-01
1023756,452337,452337,369537,10176,72624,86088,86088,4933,5644,15897,31680,27934,297140,158569,20505,25865,112199,48473,25876,8582,9441,4574,28806,5066,6361,4934,12445,61292,31382,16997,12913,120710,62032,12153,45440,4439,24756,5570,13602,3960,1624,33922,13394,3416,17112,67481,2,2010,2010-02-01
1048918,464124,464124,378282,10395,75447,88848,88848,5035,5786,16582,32366,29079,304219,161420,20194,26999,114227,49770,26778,8747,9580,4665,29766,5145,6595,5112,12914,63263,32600,17431,13232,124265,63699,12732,46435,4532,25628,5609,14302,4035,1682,34938,13801,3443,17694,67462,3,2010,2010-03-01
1070980,472450,472450,384518,10686,77246,90484,90484,5134,5958,17085,32856,29451,312892,166179,20880,27682,117617,50433,26933,8869,9870,4761,30339,5226,6694,5218,13201,65941,34064,18244,13633,126632,65120,12786,47687,4647,26049,5668,14664,4049,1668,35463,13915,3491,18057,68522,4,2010,2010-04-01
1080460,475643,475643,387436,10511,77696,91929,91929,5192,5922,17323,33345,30147,315363,168999,21319,28077,119603,51097,27384,8922,9918,4873,30630,5315,6629,5117,13569,64637,33416,17806,13415,127685,65744,13314,47859,4571,26279,5714,14794,4079,1692,35662,14031,3564,18067,69840,5,2010,2010-05-01
1087960,476230,476230,386437,10602,79191,93056,93056,5209,5971,17747,33741,30388,319192,171669,21779,28642,121248,51484,27550,8975,9992,4967,30651,5271,6520,5129,13731,65388,33823,18083,13482,127812,66510,13516,48465,4529,26264,5739,14811,4041,1673,35038,13467,3513,18058,71670,6,2010,2010-06-01
1103022,484823,484823,392621,10689,81513,93753,93753,5316,6024,17701,34013,30699,323045,173898,21970,27997,123931,51860,28083,9123,9762,4892,31097,5395,6689,5172,13841,66190,34375,18433,13382,128873,66950,13754,48743,4453,26344,5736,14904,4074,1630,35579,13662,3571,18346,72528,7,2010,2010-07-01
1119627,490430,490430,396831,10756,82843,95515,95515,5376,6064,17971,34860,31244,329744,177949,22461,28870,126618,52519,28457,9232,9896,4934,32033,5512,6999,5223,14299,67243,34917,18687,13639,130448,67655,14256,48796,4603,26631,5815,15006,4102,1708,36162,13991,3586,18585,73490,8,2010,2010-08-01
1141199,498388,498388,402568,11173,84647,96432,96432,5432,6294,18242,34520,31944,338471,181827,23111,29221,129495,54202,29507,9473,10211,5011,32750,5592,7366,5203,14589,69692,36462,19212,14018,132961,69008,14607,49675,4726,27353,6012,15433,4193,1715,36600,14082,3626,18892,74947,9,2010,2010-09-01
1153249,502182,502182,405839,11175,85168,98047,98047,5477,6306,18774,35126,32364,342821,184836,24087,29671,131078,54747,29849,9436,10320,5142,33153,5698,7136,5333,14986,70085,36661,19386,14038,133485,69699,14901,50295,4503,26994,5880,15200,4246,1668,36792,13923,3639,19230,76714,10,2010,2010-10-01
1168798,510659,510659,411758,11302,87599,98167,98167,5438,6359,18990,35453,31927,347987,187133,23707,30128,133298,55766,30400,9671,10446,5249,33560,5745,7176,5488,15151,71528,37355,19684,14489,135709,71085,15117,51446,4522,27410,5917,15615,4184,1694,37214,14128,3703,19383,76276,11,2010,2010-11-01
1182933,515355,515355,415043,11425,88887,99628,99628,5411,6365,19443,35874,32535,353938,190521,24347,30430,135744,56699,31007,9760,10663,5269,34263,5727,7286,5566,15684,72455,37750,20141,14564,137692,72024,15585,51828,4611,27920,6023,15931,4246,1720,37748,14353,3743,19652,76320,12,2010,2010-12-01
1183149,515050,515050,414738,11077,89235,100466,100466,5469,6287,19919,36058,32733,353643,190080,24426,30349,135305,57127,31357,9912,10539,5319,34452,5759,7451,5655,15587,71984,37260,20159,14565,138028,72052,15781,51678,4593,28043,5991,16067,4255,1730,37933,14327,3741,19865,75962,1,2011,2011-01-01
1200206,520747,520747,418429,11229,91089,102101,102101,5590,6379,20129,36796,33207,358940,192359,24991,30746,136622,58244,31959,10047,10873,5365,34948,5848,7512,5794,15794,73389,38137,20528,14724,139932,73123,16296,52203,4624,28405,6034,16333,4300,1738,38404,14530,3742,20132,78486,2,2011,2011-02-01
1214439,526006,526006,421633,11310,93063,103778,103778,5650,6464,20680,37326,33658,363650,194468,25160,31269,138039,59208,32620,10139,10940,5509,35517,5926,7490,5896,16205,74457,38734,20740,14983,141679,73971,16373,52929,4669,28734,6062,16595,4313,1764,38974,14756,3785,20433,79326,3,2011,2011-03-01
1233383,532322,532322,426497,11469,94356,105621,105621,5712,6641,21177,37740,34351,370947,197894,25496,31792,140606,60708,33439,10310,11341,5618,36359,6072,7671,6035,16581,75986,39670,21106,15210,143953,75272,16945,53640,4687,29021,6118,16750,4392,1761,39660,14992,3864,20804,80540,4,2011,2011-04-01
1228348,531377,531377,425546,11406,94425,104978,104978,5584,6310,21389,37816,33879,369304,197532,24911,31732,140889,60066,32622,10409,11340,5695,35770,5961,7487,6038,16284,75936,39445,21189,15302,141147,73266,15141,53399,4726,28868,6092,16806,4180,1790,39013,14393,3859,20761,81542,5,2011,2011-05-01
1247276,537452,537452,429307,11679,96466,106411,106411,5639,6702,21415,38219,34436,376922,201396,26091,32397,142908,61891,34039,10617,11455,5780,36601,5914,7865,6154,16668,77034,40087,21449,15498,144771,75265,16504,53950,4811,29488,6114,17200,4381,1793,40018,15172,3908,20938,81720,6,2011,2011-06-01
1265469,542713,542713,432586,12023,98104,109594,109594,5790,6985,22569,39142,35108,383104,204430,26652,32319,145459,62592,34438,10757,11737,5660,37169,5991,7932,6248,16998,78913,41143,21940,15830,147413,77130,17009,55343,4778,29595,6239,17120,4439,1797,40688,15370,3990,21328,82645,7,2011,2011-07-01
1281749,548473,548473,436545,12118,99810,110720,110720,6119,7033,22841,39309,35418,389515,207374,27141,32863,147370,63940,35137,10896,11869,6038,37950,6112,8074,6371,17393,80251,41976,22239,16036,149114,77931,17155,55866,4910,30376,6184,17270,5110,1812,40807,15327,3993,21487,83927,8,2011,2011-08-01
1287998,549075,549075,436223,12170,100682,111174,111174,6112,7076,22991,39583,35412,394447,209771,27465,33169,149137,65075,35746,10950,12170,6209,38592,6262,8267,6500,17563,81009,42331,22524,16154,149734,78035,17460,55625,4950,30221,6260,17348,4839,1774,41478,15715,4008,21755,83568,9,2011,2011-09-01
1285599,552122,552122,437932,12207,101983,110113,110113,5942,7021,22847,38878,35425,391126,208251,25956,33117,149178,64332,35231,11029,11918,6154,37968,6106,8204,6254,17404,80575,42136,22345,16094,146213,75327,14639,55825,4863,29499,6183,17295,4197,1824,41387,15595,3988,21804,86025,10,2011,2011-10-01
1291615,554001,554001,438611,12205,103185,111099,111099,5950,7128,23201,39362,35458,393463,209725,26395,33096,150234,64131,35131,11057,11807,6136,38125,6091,8237,6234,17563,81482,42802,22549,16131,170790,75207,14358,55982,4867,53762,6220,17451,28258,1833,41821,15729,4029,22063,62262,11,2011,2011-11-01
1291153,553429,553429,437506,12168,103755,110458,110458,5951,7110,23150,38972,35275,394524,210616,26604,33319,150693,64779,35461,11059,11964,6295,38223,6097,8296,6284,17546,80906,42263,22437,16206,146953,74999,14521,55468,5010,30077,6221,17558,4450,1848,41877,15614,4087,22176,85789,12,2011,2011-12-01
1294618,554412,554412,437914,12165,104333,111326,111326,5824,7167,23332,39598,35405,395859,211249,27290,32655,151304,65016,35684,11162,11964,6206,38143,6049,8210,6318,17566,81451,42397,22764,16290,146975,75193,14590,55591,5012,30163,6271,17574,4479,1839,41619,15572,4015,22032,86046,1,2012,2012-01-01
1309993,559976,559976,441682,12278,106016,113586,113586,5945,7312,23829,40034,36466,400215,214041,27430,33692,152919,65330,35426,11347,12090,6467,38847,6113,8361,6443,17930,81997,42875,22753,16369,147918,75589,14634,55928,5027,30405,6296,17660,4578,1871,41924,15622,4013,22289,88298,2,2012,2012-02-01
1329099,568498,568498,447643,12484,108371,115594,115594,6104,7443,24511,40333,37203,404888,215429,27389,34281,153759,66678,36129,11500,12406,6643,39172,6187,8590,6590,17805,83609,43707,23341,16561,151137,77511,15107,57297,5107,30748,6359,18082,4394,1913,42878,16036,4142,22700,88982,3,2012,2012-03-01
1336228,569921,569921,448103,12577,109241,117023,117023,6192,7542,24903,40871,37515,407981,218032,27752,34878,155402,66862,36287,11476,12406,6693,39246,6213,8582,6726,17725,83841,43986,23272,16583,151841,77839,15154,57552,5133,31082,6382,18190,4594,1916,42920,16091,4177,22652,89462,4,2012,2012-04-01
1347404,574590,574590,451256,12743,110591,118051,118051,6321,7604,25243,41177,37706,410819,219552,27940,34987,156625,66926,36034,11545,12519,6828,39870,6334,8781,6736,18019,84471,44169,23546,16756,153618,78476,15319,58045,5112,31510,6476,18497,4602,1935,43632,16502,4188,22942,90326,5,2012,2012-05-01
1361503,578650,578650,453576,12786,112288,119695,119695,6471,7754,25812,41533,38125,417192,222334,28404,35325,158605,68647,37399,11552,12751,6945,40181,6401,8747,6836,18197,86030,44953,24081,16996,154596,78683,15498,58024,5161,31860,6502,18705,4664,1989,44053,16568,4268,23217,91370,6,2012,2012-06-01
1310868,560173,560173,439263,12536,108374,114652,114652,6342,7487,24369,39602,36852,400870,214596,26855,33564,154177,65577,35556,11235,12349,6437,39240,6271,8521,6655,17793,81457,42659,22506,16292,150041,76029,14786,56180,5063,31100,6372,18210,4601,1917,42912,16140,4162,22610,85132,7,2012,2012-07-01
1377628,583614,583614,456235,12891,114488,121369,121369,6773,7825,26399,41883,38489,422375,226125,28435,35599,162091,69883,38255,11679,12875,7074,40871,6402,8974,6873,18622,85496,44657,23873,16966,155641,79097,15355,58568,5174,32233,6639,18955,4660,1979,44311,16609,4165,23537,94629,8,2012,2012-08-01
1394882,591126,591126,461753,13086,116287,122641,122641,6818,7991,26858,42149,38825,427629,228976,28962,36078,163936,70554,38447,11808,13083,7216,41455,6567,9123,6870,18895,86644,45399,23958,17287,158034,80708,15710,59743,5255,32524,6665,19107,4734,2018,44802,16825,4291,23686,95452,9,2012,2012-09-01
1391616,589155,589155,460096,13127,115932,122513,122513,6784,7951,27013,42218,38547,426913,228323,28845,36080,163398,70476,38254,11842,13103,7277,41708,6628,9146,6935,18999,86406,45413,23930,17063,157407,80105,15647,59144,5314,32469,6702,18984,4788,1995,44833,16932,4316,23585,95628,10,2012,2012-10-01
1397210,590192,590192,459943,13127,117122,123142,123142,6796,8069,26915,42327,39035,430585,230871,29214,36720,164937,71002,38649,11899,13262,7192,41997,6725,9238,6989,19045,86715,45860,23889,16966,157389,80243,15673,59260,5310,32546,6748,19008,4790,2000,44600,16898,4289,23413,95902,11,2012,2012-11-01
1404940,591333,591333,460316,13250,117767,123407,123407,6894,8045,27178,42387,38903,435209,233817,29719,36842,167256,71811,39076,11844,13496,7395,42376,6889,9299,7076,19112,87205,46284,23827,17094,158231,80584,16028,59266,5290,32860,6751,19334,4837,1938,44787,16940,4333,23514,96760,12,2012,2012-12-01
1404644,591629,591629,459916,13277,118436,124474,124474,6958,8097,27693,42609,39117,434814,233144,29904,37379,165861,71750,38848,11926,13529,7447,42614,6883,9346,7081,19304,87306,46296,23956,17054,158097,80369,15537,59546,5286,32891,6820,19334,4810,1927,44837,16936,4317,23584,95630,1,2013,2013-01-01
1416825,594076,594076,461625,13320,119131,125618,125618,7014,8108,28173,43037,39286,440465,236971,30089,37980,168902,73021,39619,12113,13635,7654,43062,6951,9418,7211,19482,87411,45951,24207,17253,158821,80672,15557,59876,5239,33121,6859,19410,4811,2041,45028,17033,4347,23648,97845,2,2013,2013-02-01
1429911,598586,598586,463843,13507,121236,127722,127722,7068,8291,28738,43500,40125,444373,238287,29775,38395,170117,73962,40188,12221,13764,7789,43408,7008,9411,7315,19674,88716,46857,24436,17423,160651,81846,15914,60638,5294,33372,6912,19582,4853,2025,45433,17252,4401,23780,98579,3,2013,2013-03-01
1436183,600030,600030,464629,13611,121790,127888,127888,7153,8311,28825,43474,40125,447948,240723,30106,38599,172018,74401,40372,12327,13872,7830,44012,7089,9511,7362,20050,88812,46833,24567,17412,161600,82414,16232,60888,5294,33500,7006,19720,4820,1954,45686,17370,4406,23910,98717,4,2013,2013-04-01
1454228,607532,607532,470205,13625,123702,129443,129443,7219,8437,29393,44077,40317,453441,243883,30759,39092,174032,75213,40690,12389,14194,7940,44637,7142,9656,7436,20403,89708,47461,24649,17598,163521,83185,16272,61543,5370,34155,7140,20064,4896,2055,46181,17580,4465,24136,100291,5,2013,2013-05-01
1472226,613545,613545,474385,13736,125424,131505,131505,7323,8571,30043,44633,40935,460237,247537,31522,39551,176464,76421,41348,12601,14401,8071,45114,7213,9781,7457,20663,91165,48364,24970,17831,164622,84108,16537,62176,5395,34101,7176,20014,4892,2019,46413,17603,4487,24323,102317,6,2013,2013-06-01
1473237,612596,612596,473692,13724,125180,131756,131756,7345,8615,30164,44725,40907,460237,247444,31725,38841,176878,76558,41430,12600,14429,8099,45131,7259,9782,7483,20607,91104,48244,25104,17756,165632,84894,16891,62599,5404,34118,7204,19994,4920,2000,46620,17755,4507,24358,103016,7,2013,2013-07-01
1493013,619841,619841,478608,13938,127295,133460,133460,7463,8811,30780,45070,41336,468363,251846,32263,39841,179742,77777,42101,12727,14687,8262,45976,7397,9980,7625,20974,92764,49337,25517,17910,167222,85778,17057,63236,5485,34341,7185,20172,4962,2022,47103,17917,4556,24630,104127,8,2013,2013-08-01
1499440,622560,622560,480322,14039,128199,133539,133539,7439,8890,31007,44949,41254,470832,253258,32452,39658,181148,78555,42470,12837,14892,8356,46293,7470,10128,7651,21044,92726,49196,25576,17954,168121,85989,17092,63372,5525,34655,7185,20417,4971,2082,47477,17935,4577,24965,104388,9,2013,2013-09-01
1501663,622563,622563,479754,13988,128821,133686,133686,7465,8824,31099,45324,40974,472289,254160,32646,39620,181894,78472,42485,12795,14901,8291,46521,7496,10110,7759,21156,93136,49492,25756,17888,168412,86336,17229,63558,5549,34742,7168,20488,5000,2086,47334,17949,4591,24794,104713,10,2013,2013-10-01
1520052,630248,630248,484859,14085,131304,135300,135300,7546,8986,31730,45496,41542,478996,257874,33151,40289,184434,80095,43375,12981,15272,8467,47141,7579,10243,7832,21487,93886,49789,26036,18061,170478,87060,17342,64099,5619,35316,7274,20834,5074,2134,48102,18267,4646,25189,105030,11,2013,2013-11-01
1526482,632625,632625,486376,14091,132158,136578,136578,7629,9113,32173,45852,41811,480732,258984,33368,40655,184961,80069,43199,13056,15369,8445,47420,7632,10284,7903,21601,94259,49862,26169,18228,171545,87834,17651,64539,5644,35493,7391,20927,5077,2098,48218,18074,4673,25471,105002,12,2013,2013-12-01
1524429,631895,631895,485240,14160,132495,136729,136729,7651,9068,32418,45862,41730,480127,259182,33266,40450,185466,80347,43291,13075,15322,8659,47303,7602,10197,7870,21634,93295,49713,25379,18203,171280,87388,17593,64171,5624,35658,7428,21056,5100,2074,48234,18344,4599,25291,104398,1,2014,2014-01-01
1532049,632893,632893,484942,14190,133761,137638,137638,7767,9129,33010,46061,41671,483594,261382,34065,41208,186109,80863,43748,12988,15425,8702,47406,7658,10292,7948,21508,93943,50187,25600,18156,171934,87784,17616,64514,5654,35637,7489,21039,5001,2108,48513,18434,4620,25459,105990,2,2014,2014-02-01
1546910,640448,640448,490175,14243,136030,139554,139554,7921,9214,33633,46613,42173,486488,263007,33526,41778,187703,80758,43130,13140,15587,8901,47958,7682,10351,8055,21870,94765,50760,25679,18326,173370,88911,17802,65424,5685,35853,7542,21141,5112,2058,48606,18500,4652,25454,107050,3,2014,2014-03-01
1559961,645125,645125,493299,14372,137454,141010,141010,8007,9336,34064,46923,42680,492898,265997,34254,42166,189577,82617,44659,13277,15744,8937,48622,7738,10549,8099,22236,95662,51281,25676,18705,175332,89542,18103,65755,5684,36383,7607,21455,5211,2110,49407,18780,4662,25965,105596,4,2014,2014-04-01
1581952,652809,652809,498351,14519,139939,142746,142746,8102,9497,34507,47505,43135,500985,270271,34810,43054,192407,84046,45509,13507,15967,9063,49451,7844,10716,8181,22710,97217,52122,26062,19033,177893,90833,18404,66643,5786,36872,7721,21751,5278,2122,50188,19156,4721,26311,107519,5,2014,2014-05-01
1596051,658279,658279,502389,14634,141256,144378,144378,8190,9579,35259,47681,43669,505090,272694,35282,43326,194086,84255,45679,13537,15910,9129,49932,7854,10843,8265,22970,98209,52510,26456,19243,179831,91791,18808,67118,5865,37190,7744,21933,5349,2164,50850,19396,4784,26670,108473,6,2014,2014-06-01
1601563,658826,658826,501999,14592,142235,145349,145349,8280,9645,35525,48016,43883,507767,274528,35653,43626,195249,84827,45862,13562,16126,9277,50165,7888,10990,8318,22969,98247,52467,26522,19258,180552,92204,18999,67324,5881,37358,7807,21999,5369,2183,50990,19541,4771,26678,109069,7,2014,2014-07-01
1620325,665504,665504,506478,14818,144208,147506,147506,8484,9890,35950,48771,44411,513010,276938,35890,43792,197256,85914,46693,13752,16220,9249,50779,7977,11055,8384,23363,99379,53057,27014,19308,183189,93326,19277,68107,5942,38275,8022,22575,5451,2227,51588,19723,4827,27038,111116,8,2014,2014-08-01
1627095,668190,668190,507731,14906,145553,147549,147549,8493,9956,36297,48486,44317,516316,278461,36104,43810,198547,86377,46630,14007,16448,9292,51375,8092,11149,8474,23660,100103,53389,27263,19451,184250,93754,19452,68294,6008,38402,7998,22616,5506,2282,52094,19809,4862,27423,110790,9,2014,2014-09-01
1639462,672403,672403,509811,15148,147444,149188,149188,8602,9991,36721,49013,44861,520168,280249,36486,44230,199533,86935,46890,14001,16617,9427,51922,8136,11274,8559,23953,101062,54022,27393,19647,186432,94687,19607,68989,6091,38809,8068,22889,5545,2307,52936,20145,4936,27855,111271,10,2014,2014-10-01
1646632,674633,674633,510812,15196,148625,149765,149765,8673,10177,36758,49182,44975,523212,281699,36722,44552,200425,87986,47402,14172,16774,9638,52114,8209,11394,8555,23956,101413,54145,27496,19772,187411,95042,19794,69116,6132,39086,8147,23058,5539,2342,53283,20393,4972,27918,111611,11,2014,2014-11-01
1651321,678715,678715,514073,15256,149386,150368,150368,8719,10231,37232,49070,45116,523659,281928,36808,44496,200624,88125,47448,14193,16776,9708,52105,8280,11390,8604,23831,101501,54078,27474,19949,188146,95197,19798,69247,6152,39352,8251,23122,5613,2366,53597,20495,5055,28047,110433,12,2014,2014-12-01
