Periodo de Cobertura,Total Cotizantes,15-19_cotizantes,20-24_cotizantes,25-29_cotizantes,30-34_cotizantes,35-39_cotizantes,40-44_cotizantes,45-49_cotizantes,50-54_cotizantes,55-59_cotizantes,60-64_cotizantes,65-69_cotizantes,70-74_cotizantes,75-79_cotizantes,80-84_cotizantes,85 y mas_cotizantes,No Especificada,Year,Month,Sexo,Total Afiliados,0-4,5-9,10-14,15-19_nocotizantes,20-24_nocotizantes,25-29_nocotizantes,30-34_nocotizantes,35-39_nocotizantes,40-44_nocotizantes,45-49_nocotizantes,50-54_nocotizantes,55-59_nocotizantes,60-64_nocotizantes,65-69_nocotizantes,70-74_nocotizantes,75-79_nocotizantes,80-84_nocotizantes,85 y mas_nocotizantes,Total Afiliados_afiliados,0-4_afiliados,5-9_afiliados,10-14_afiliados,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85 y Más
2020-05-01,790914,10029,86225,124035,113775,99841,90722,74159,63839,50722,34182,21664,11675,5579,2763,1702,2,2020,5,M,1224391,174411,199005,184109,143165,58053,62533,60677,58654,56366,50911,45562,36426,29395,23386,17525,10754,7260,6199,2015305,174411,199006,184110,153194,144278,186568,174452,158495,147088,125070,109401,87148,63577,45050,29200,16333,10023,7901
2020-06-01,815198,10142,87700,126968,116947,102716,94013,76919,66318,52492,35320,22532,12328,5970,2980,1851,2,2020,6,M,1261710,177578,204223,188529,147899,60804,64921,62887,60079,57373,52081,46951,38148,31004,24780,18632,11456,7679,6686,2076908,177578,204224,188530,158041,148504,191889,179834,162795,151386,129000,113269,90640,66324,47312,30960,17426,10659,8537
2020-07-01,924649,11806,102568,145604,133797,116857,106341,86907,74269,57963,38733,24633,13440,6471,3280,1978,2,2020,7,M,1171390,178676,205970,190075,149006,47058,47302,48074,47454,46482,43166,39931,33609,28267,23207,17931,11120,7481,6581,2096039,178676,205971,190076,160812,149626,192906,181871,164311,152823,130073,114200,91572,67000,47840,31371,17591,10761,8559
2020-08-01,960649,12280,108434,152487,140007,121508,109633,90234,76555,59717,39474,24936,13647,6516,3245,1973,3,2020,8,M,1116779,176092,204065,188136,149268,40050,37749,40137,40937,41249,39050,36900,31610,26872,22462,17458,10909,7332,6503,2077428,176093,204066,188137,161548,148484,190236,180144,162445,150882,129284,113455,91327,66346,47398,31105,17425,10577,8476
2020-09-01,954104,12046,108211,152044,139845,120874,109309,89879,75872,59105,38703,24273,12977,6118,2997,1849,2,2020,9,M,1120871,175019,203855,187583,150894,41257,38144,40614,41139,41746,39272,36955,31939,27157,22706,17597,11077,7409,6508,2074975,175019,203856,187584,162940,149468,190188,180459,162013,151055,129151,112827,91044,65860,46979,30574,17195,10406,8357
2020-10-01,976801,12230,110277,154874,143111,123332,111906,92184,77616,60389,39617,25408,13932,6613,3279,2030,3,2020,10,M,1113852,176091,205132,189431,154009,38387,33883,37646,38898,40263,38311,36523,32234,27415,22955,17685,11085,7420,6484,2090653,176092,205133,189432,166239,148664,188757,180757,162230,152169,130495,114139,92623,67032,48363,31617,17698,10699,8514
2020-11-01,975833,12771,111384,155410,143917,123395,111949,91885,76996,59726,38893,24766,13449,6284,3101,1905,2,2020,11,M,1092675,174102,202476,186985,153441,37387,32162,35968,37255,38745,37141,35315,31264,26456,22318,17214,10864,7242,6340,2068508,174102,202477,186986,166212,148771,187572,179885,160650,150694,129026,112311,90990,65349,47084,30663,17148,10343,8245
2020-12-01,999554,13391,114453,158414,147356,125917,114324,94154,78649,61281,39771,25721,14111,6676,3277,2056,3,2020,12,M,1108132,176843,206337,190262,157550,37724,31847,36076,37115,38746,37211,35437,31442,26615,22556,17536,11038,7318,6479,2107686,176844,206338,190263,170941,152177,190261,183432,163032,153070,131365,114086,92723,66386,48277,31647,17714,10595,8535
2021-01-01,997555,13493,115061,158174,147626,125398,114519,93114,77957,60569,39650,25852,14025,6753,3306,2055,3,2021,1,M,1062613,172065,201304,186222,154176,33494,27040,31947,33933,36114,35166,34231,30318,25273,21498,16509,10416,6892,6015,2060168,172066,201305,186223,167669,148555,185214,179573,159331,150633,128280,112188,90887,64923,47350,30534,17169,10198,8070
2021-02-01,1005164,13252,114558,158646,149028,126524,115537,93993,79386,61566,40163,26110,14174,6779,3364,2081,3,2021,2,M,971080,168108,195183,179682,132031,24009,20957,26110,28358,30483,29500,28969,26165,22766,20089,15770,10292,6678,5930,1976244,168109,195184,179683,145283,138567,179603,175138,154882,146020,123493,108355,87731,62929,46199,29944,17071,10042,8011
2021-03-01,1027792,14290,117874,161694,151945,128982,117909,95980,81264,63022,40983,26591,14631,6988,3499,2137,3,2021,3,M,982996,172334,199042,183346,128089,23627,21398,26461,28620,30715,29863,29519,26751,23304,20570,16052,10426,6816,6063,2010788,172335,199043,183347,142379,141501,183092,178406,157602,148624,125843,110783,89773,64287,47161,30683,17414,10315,8200
2021-04-01,1027716,15169,119728,162744,153014,129623,117959,95741,80604,62378,39937,25510,13715,6476,3184,1932,2,2021,4,M,982743,173018,199299,183508,127502,23488,21266,26598,28263,30559,29572,29310,26740,23318,20637,16156,10544,6887,6078,2010459,173018,199300,183509,142671,143216,184010,179612,157886,148518,125313,109914,89118,63255,46147,29871,17020,10071,8010
2021-05-01,1045560,15768,122504,164819,155300,131396,120046,97314,81965,63478,40705,26096,14116,6759,3344,1947,3,2021,5,M,998331,175557,202192,186655,131394,24443,21447,26849,28540,30612,29854,29508,26960,23679,20853,16218,10595,6934,6041,2043891,175558,202193,186656,147162,146947,186266,182149,159936,150658,127168,111473,90438,64384,46949,30334,17354,10278,7988
2021-06-01,1061245,16605,124989,166744,157375,133042,121710,98660,83114,64600,41359,26525,14324,6888,3356,1953,1,2021,6,M,984193,175659,202382,187004,129068,21529,19271,25088,27235,29459,28870,28720,26367,23295,20561,16150,10642,6910,5983,2045438,175659,202382,187005,145673,146518,186015,182463,160277,151169,127530,111834,90967,64654,47086,30474,17530,10266,7936
2021-07-01,1067502,17073,126259,167287,158102,133640,122439,99186,83583,65004,41610,26733,14277,6993,3349,1966,1,2021,7,M,1005441,177884,204674,189972,130968,23140,21137,26739,28579,30586,29824,29567,27137,23886,21108,16330,10919,6979,6012,2072943,177884,204674,189973,148041,149399,188424,184841,162219,153025,129010,113150,92141,65496,47841,30607,17912,10328,7978
2021-08-01,1077543,17700,128191,168881,159414,134798,122683,100181,84235,65693,42087,26807,14407,7094,3383,1988,1,2021,8,M,1020236,178879,206444,192791,132261,23871,21958,27608,29263,32025,30272,29987,27717,24315,21835,16658,11148,7079,6125,2097779,178879,206444,192792,149961,152062,190839,187022,164061,154708,130453,114222,93410,66402,48642,31065,18242,10462,8113
2021-09-01,1033275,16967,123126,161942,153506,129618,118152,95959,80460,62899,40078,25419,13525,6647,3157,1819,1,2021,9,M,1070614,177590,206619,194511,133165,29390,29370,34500,35193,36743,35142,34262,31096,26675,23296,17670,11726,7327,6339,2103889,177590,206619,194512,150132,152516,191312,188006,164811,154895,131101,114722,93995,66753,48715,31195,18373,10484,8158
2021-10-01,1091627,18292,130609,170156,161720,136384,124382,101253,85183,66916,42669,27046,14531,7153,3361,1971,1,2021,10,M,1025532,180911,207130,195118,132907,23586,21741,27565,29112,31385,30302,29937,27899,24508,21941,16820,11327,7120,6223,2117159,180911,207130,195119,151199,154195,191897,189285,165496,155767,131555,115120,94815,67177,48987,31351,18480,10481,8194
2021-11-01,1107332,18913,133644,172473,163680,137929,125646,102462,86085,68028,43230,27573,14937,7333,3405,1993,1,2021,11,M,1034314,182931,208802,197425,133721,23330,21830,27889,29155,31639,30467,30198,28279,24659,22052,17062,11444,7175,6256,2141646,182931,208802,197426,152634,156974,194303,191569,167084,157285,132929,116283,96307,67889,49625,31999,18777,10580,8249
2021-12-01,1111526,19566,135987,173412,164571,138210,125763,102406,85794,68094,43111,27407,14690,7270,3312,1932,1,2021,12,M,1029395,182586,207778,197230,132992,22708,21380,27402,28877,31393,30162,29993,28282,24702,22004,17091,11477,7137,6201,2140921,182586,207778,197231,152558,158695,194792,191973,167087,157156,132568,115787,96376,67813,49411,31781,18747,10449,8133
2022-01-01,1123074,19792,137012,174328,166076,139112,127733,103430,86642,69102,43940,27956,15099,7402,3425,2024,1,2022,1,M,1037525,183459,209220,199293,133717,22930,21619,27847,29211,31618,30567,30248,28551,24907,21999,17255,11588,7198,6298,2160599,183459,209220,199294,153509,159942,195947,193923,168323,159351,133997,116890,97653,68847,49955,32354,18990,10623,8322
2022-02-01,1121496,19665,136126,173086,165981,138736,127978,103475,86752,69326,44081,28012,15229,7479,3510,2059,1,2022,2,M,1034593,183693,208264,198944,132680,22797,21680,27767,29162,31364,30331,30106,28455,24866,22037,17328,11671,7180,6268,2156089,183693,208264,198945,152345,158923,194766,193748,167898,159342,133806,116858,97781,68947,50049,32557,19150,10690,8327
2022-03-01,1139370,19958,137990,175306,168706,141026,129869,105151,88235,70868,45002,28601,15484,7577,3526,2070,1,2022,3,M,1054694,188023,211820,203018,135003,23454,21941,28444,29683,32026,30861,30509,29066,25360,22286,17602,11887,7285,6426,2194064,188023,211820,203019,154961,161444,197247,197150,170709,161895,136012,118744,99934,70362,50887,33086,19464,10811,8496
2022-04-01,1143758,20201,138970,175554,169520,141843,130203,105374,88563,70725,45167,28711,15636,7713,3479,2098,1,2022,4,M,1056114,187218,212132,203628,134449,23247,22093,28207,29717,32165,30972,30764,30063,25685,22443,17643,11959,7309,6420,2199872,187218,212132,203629,154650,162217,197647,197727,171560,162368,136346,119327,100788,70852,51154,33279,19672,10788,8518
2022-05-01,1147821,20790,140257,175943,170299,142229,130551,105482,88772,70753,45208,28601,15613,7667,3524,2131,1,2022,5,M,1061598,189900,213416,204649,134977,23379,22192,28479,29890,32050,30804,30587,29461,25753,22443,17773,12017,7332,6496,2209419,189900,213416,204650,155767,163636,198135,198778,172119,162601,136286,119359,100214,70961,51044,33386,19684,10856,8627
2022-06-01,1159298,21093,141825,176867,171486,143350,131723,106661,89825,71971,45981,29168,15922,7745,3538,2142,1,2022,6,M,1069137,191465,215044,206340,135606,23474,22189,28622,30116,32217,30944,30799,29600,25920,22676,17912,12177,7482,6554,2228435,191465,215044,206341,156699,165299,199056,200108,173466,163940,137605,120624,101571,71901,51844,33834,19922,11020,8696
2022-07-01,1163826,21368,142700,177701,172463,144099,131983,107001,89970,72030,46012,29201,15873,7720,3558,2146,1,2022,7,M,1074442,192127,215979,207637,135979,23818,22350,28829,30347,32480,31170,30951,29772,26066,22763,17972,12116,7524,6562,2238268,192127,215979,207638,157347,166518,200051,201292,174446,164463,138171,120921,101802,72078,51964,33845,19836,11082,8708
2022-08-01,1170880,21285,144073,178492,173519,144885,132522,107489,90567,72700,46406,29369,16046,7772,3622,2132,1,2022,8,M,1084696,193211,218014,209842,137008,24015,22524,29494,30755,32977,31484,31288,30130,26374,23016,18283,12117,7603,6561,2255576,193211,218014,209843,158293,168088,201016,203013,175640,165499,138973,121855,102830,72780,52385,34329,19889,11225,8693
2022-09-01,1171650,21166,144367,178403,174154,144908,132135,107681,90551,72960,46415,29395,16037,7726,3665,2087,0,2022,9,M,1088024,192702,218406,210924,137063,24228,22868,29773,30890,33727,31598,31274,30267,26542,23046,18304,12105,7686,6621,2259674,192702,218406,210924,158229,168595,201271,203927,175798,165862,139279,121825,103227,72957,52441,34341,19831,11351,8708
2022-10-01,1176492,20869,144944,178580,175260,145427,132921,108337,91114,73247,46498,29487,16228,7777,3710,2092,1,2022,10,M,1091015,192213,219620,212045,137244,24393,22779,29944,30926,33196,31650,31484,30561,26912,23290,18348,12147,7724,6539,2267507,192213,219620,212046,158113,169337,201359,205204,176353,166117,139987,122598,103808,73410,52777,34576,19924,11434,8631
2022-11-01,1180299,20721,145976,179012,176164,145615,133502,108579,91456,73480,46771,29382,16170,7743,3657,2070,1,2022,11,M,1092892,192780,220500,213059,137123,24049,22838,29987,31186,33176,31677,31407,30491,26597,23108,18379,12193,7813,6529,2273191,192780,220500,213060,157844,170025,201850,206151,176801,166678,140256,122863,103971,73368,52490,34549,19936,11470,8599
2022-12-01,1185955,20780,146974,179107,177083,145685,134007,109200,92160,74096,47208,29653,16352,7844,3683,2122,1,2022,12,M,1092412,192543,220599,213541,137050,23884,22641,30093,31258,33138,31604,31215,30406,26633,23039,18293,12107,7844,6524,2278367,192543,220599,213542,157830,170858,201748,207176,176943,167145,140804,123375,104502,73841,52692,34645,19951,11527,8646
2023-01-01,1172454,20329,145143,176525,175245,143946,133006,107889,90975,73204,47049,29361,16203,7773,3685,2120,1,2023,1,M,1101280,191278,220271,213317,136621,25254,24057,31715,32700,34481,32707,32287,31274,27022,23330,18418,12167,7877,6504,2273734,191278,220271,213318,156950,170397,200582,206960,176646,167487,140596,123262,104478,74071,52691,34621,19940,11562,8624
2023-02-01,1180468,20174,145029,176856,176226,145320,134087,109091,91691,74261,47775,29757,16406,7857,3766,2171,1,2023,2,M,1093342,190934,220087,213708,135948,24506,22896,30761,31504,33554,31760,31524,30723,26843,23368,18414,12355,7933,6524,2273810,190934,220087,213709,156122,169535,199752,206987,176824,167641,140851,123215,104984,74618,53125,34820,20212,11699,8695
2023-03-01,1193399,20267,146157,177993,178269,146846,135448,110410,93048,75456,48598,30193,16578,8064,3873,2198,1,2023,3,M,1105252,193712,223004,216396,137275,24867,22997,30921,31653,33684,31980,31576,31005,27194,23397,18591,12400,8023,6577,2298651,193712,223004,216397,157542,171024,200990,209190,178499,169132,142390,124624,106461,75792,53590,35169,20464,11896,8775
2023-04-01,1185519,21127,146713,177221,177681,145937,134385,109402,91995,74486,47900,29391,15871,7692,3623,2094,1,2023,4,M,1083205,190348,219613,213453,134828,23801,22239,29841,30713,32647,30999,30754,30154,26500,22902,18057,12076,7816,6464,2268724,190348,219613,213454,155955,170514,199460,207522,176650,167032,140401,122749,104640,74400,52293,33928,19768,11439,8558
2023-05-01,1190214,21044,147032,177622,178603,146218,134925,109577,92684,74526,48276,29858,16085,7906,3702,2155,1,2023,5,M,1100785,192735,222033,215848,136561,24250,22675,30568,31478,33520,31924,31664,31196,27385,23442,18525,12459,7946,6576,2290999,192735,222033,215849,157605,171282,200297,209171,177696,168445,141501,124348,105722,75661,53300,34610,20365,11648,8731
2023-06-01,1193644,20909,147180,177258,179243,146780,135305,110075,93290,74786,48823,30065,16186,7928,3690,2125,1,2023,6,M,1098199,192867,222356,216185,136615,23571,22351,30296,31172,33166,31552,31195,30698,27204,23395,18467,12533,7970,6606,2291843,192867,222356,216186,157524,170751,199609,209539,177952,168471,141627,124485,105484,76027,53460,34653,20461,11660,8731
2023-07-01,1187460,20929,146362,176151,178517,146056,134506,109578,93019,74400,48639,29819,16041,7785,3598,2059,1,2023,7,M,1093485,190833,221215,215368,135990,24134,22449,30301,31156,33103,31442,31147,30548,27163,23213,18385,12501,7959,6578,2280945,190833,221215,215369,156919,170496,198600,208818,177212,167609,141020,124166,104948,75802,53032,34426,20286,11557,8637
2023-08-01,1188472,21238,146604,176021,178674,145987,134221,109799,93267,74345,48969,29840,16088,7773,3590,2055,1,2023,8,M,1085340,188472,219890,213990,135735,23438,21839,29843,30917,32971,31143,31030,30406,27173,23190,18373,12475,7880,6575,2273812,188472,219890,213991,156973,170042,197860,208517,176904,167192,140942,124297,104751,76142,53030,34461,20248,11470,8630
2023-09-01,1188469,20958,145848,175833,178794,146258,134244,110065,93407,74505,49233,29801,16108,7759,3598,2057,1,2023,9,M,1089831,188849,221500,215296,136456,23269,21773,29995,30959,32772,31369,31150,30388,27184,23374,18468,12575,7871,6583,2278300,188849,221500,215297,157414,169117,197606,208789,177217,167016,141434,124557,104893,76417,53175,34576,20334,11469,8640
2023-10-01,1195434,21519,146890,176082,179859,146811,135118,110850,94053,74763,49738,29947,16232,7896,3597,2078,1,2023,10,M,1090700,188970,221511,216258,136964,22889,21383,29611,30758,32631,31296,31024,30563,27665,23485,18593,12641,7869,6589,2286134,188970,221511,216259,158483,169779,197465,209470,177569,167749,142146,125077,105326,77403,53432,34825,20537,11466,8667
2023-11-01,1199580,21494,147233,176825,180492,147291,135496,111507,94334,74882,50106,29984,16319,7938,3600,2078,1,2023,11,M,1087823,188384,221452,216831,136855,22535,21014,29592,30713,32422,31226,30858,30231,27180,23068,18417,12605,7844,6596,2287403,188384,221452,216832,158349,169768,197839,210084,178004,167918,142733,125192,105113,77286,53052,34736,20543,11444,8674
2007-10-01,384639,5312,46581,67049,63142,57812,52306,38179,26519,15095,6899,3160,1463,671,253,197,1,2007,10,F,253444,42722,53189,50794,32896,10569,11395,12019,11705,9723,6781,4973,3095,1667,945,536,276,99,60,638083,42723,53189,50794,38208,57150,78444,75161,69517,62029,44960,31492,18190,8566,4105,1999,947,352,257
2007-11-01,391521,5361,47822,68523,64260,58733,52916,38804,26870,15400,7017,3201,1487,672,252,202,1,2007,11,F,267161,44468,56328,53662,34715,10943,11722,12536,12228,10309,7176,5378,3372,1884,1152,685,370,140,93,658682,44469,56328,53662,40076,58765,80245,76796,70961,63225,45980,32248,18772,8901,4353,2172,1042,392,295
2007-12-01,402131,5805,49137,70833,66227,60209,54086,39614,27459,15656,7124,3308,1523,679,262,208,1,2007,12,F,282644,46818,59935,57142,36883,10363,12394,13277,12930,11020,7765,5740,3682,2077,1231,741,397,146,103,684775,46819,59935,57142,42688,59500,83227,79504,73139,65106,47379,33199,19338,9201,4539,2264,1076,408,311
2008-01-01,402379,5335,48606,70816,66390,60326,54190,39946,27667,15827,7223,3338,1534,701,268,211,1,2008,1,F,288225,47181,61373,58326,37595,10415,12523,13632,13182,11217,7919,5906,3814,2165,1345,840,473,189,130,690604,47182,61373,58326,42930,59021,83339,80022,73508,65407,47865,33573,19641,9388,4683,2374,1174,457,341
2008-02-01,401244,5380,48640,70926,66392,60085,54092,39739,27405,15550,7092,3265,1511,694,263,209,1,2008,2,F,298648,49085,63223,59988,38590,10620,13013,14065,13617,11603,8274,6247,4164,2433,1619,1076,606,260,165,699892,49086,63223,59988,43970,59260,83939,80457,73702,65695,48013,33652,19714,9525,4884,2587,1300,523,374
