Periodo de Cobertura,Total Cotizantes,15-19_cotizantes,20-24_cotizantes,25-29_cotizantes,30-34_cotizantes,35-39_cotizantes,40-44_cotizantes,45-49_cotizantes,50-54_cotizantes,55-59_cotizantes,60-64_cotizantes,65-69_cotizantes,70-74_cotizantes,75-79_cotizantes,80-84_cotizantes,85 y mas_cotizantes,No Especificada,Year,Month,Sexo,Total Afiliados,0-4,5-9,10-14,15-19_nocotizantes,20-24_nocotizantes,25-29_nocotizantes,30-34_nocotizantes,35-39_nocotizantes,40-44_nocotizantes,45-49_nocotizantes,50-54_nocotizantes,55-59_nocotizantes,60-64_nocotizantes,65-69_nocotizantes,70-74_nocotizantes,75-79_nocotizantes,80-84_nocotizantes,85 y mas_nocotizantes,Total Afiliados_afiliados,0-4_afiliados,5-9_afiliados,10-14_afiliados,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85 y Más
2020-10-01,814713,8711,85197,127719,122112,110732,99558,80819,67024,49693,30146,17006,8598,3935,2089,1374,0,2020,10,F,1278361,169264,196034,182169,158650,75208,71255,63321,53588,48799,46000,45429,40908,35653,30885,24007,15877,11423,9891,2093074,169264,196034,182169,167361,160405,198974,185433,164320,148357,126819,112453,90601,65799,47891,32605,19812,13512,11265
2020-11-01,811867,8925,85486,127346,122036,110369,99294,80393,66573,49365,29870,16684,8394,3790,2007,1335,0,2020,11,F,1254331,167328,193442,179891,157665,73597,68799,61479,51885,47492,44534,43914,39519,34498,30163,23583,15586,11217,9739,2066198,167328,193442,179891,166590,159083,196145,183515,162254,146786,124927,110487,88884,64368,46847,31977,19376,13224,11074
2020-12-01,836118,9561,89211,131406,125968,113000,101620,82157,67832,50639,30699,17452,8934,4073,2133,1433,0,2020,12,F,1271099,170060,197138,183261,161137,74324,68635,61629,51954,47754,44726,44139,40125,34773,30519,23876,15753,11387,9909,2107217,170060,197138,183261,170698,163535,200041,187597,164954,149374,126883,111971,90764,65472,47971,32810,19826,13520,11342
2021-01-01,829119,9674,90267,131479,125756,111468,100015,80175,66257,49659,30341,17443,8936,4090,2122,1437,0,2021,1,F,1228521,165571,192343,179075,157274,69575,63914,58336,50030,46483,43951,43488,38920,33089,28983,22527,14941,10757,9264,2057640,165571,192343,179075,166948,159842,195393,184092,161498,146498,124126,109745,88579,63430,46426,31463,19031,12879,10701
2021-02-01,838950,9433,90239,132362,127466,112794,101430,81379,67553,50607,30841,17867,9121,4211,2175,1472,0,2021,2,F,1130687,161593,186271,172783,135494,56745,56905,51644,43454,39727,37530,38082,35260,31124,27862,21950,14651,10533,9079,1969637,161593,186271,172783,144927,146984,189267,179110,156248,141157,118909,105635,85867,61965,45729,31071,18862,12708,10551
2021-03-01,858205,10351,93527,135066,130040,114783,103462,82645,68909,51748,31510,18414,9495,4428,2289,1538,0,2021,3,F,1148402,165666,189932,176364,133071,56770,58073,53003,44442,40491,38205,39091,35928,31718,28412,22276,15002,10675,9283,2006607,165666,189932,176364,143422,150297,193139,183043,159225,143953,120850,108000,87676,63228,46826,31771,19430,12964,10821
2021-04-01,855488,11180,95180,135351,130071,114448,102747,82141,68100,51055,30864,17810,8913,4090,2121,1417,0,2021,4,F,1152427,166341,190450,176585,132439,56639,58481,53463,44712,40708,38600,39322,36218,31922,28676,22520,15265,10754,9332,2007915,166341,190450,176585,143619,151819,193832,183534,159160,143455,120741,107422,87273,62786,46486,31433,19355,12875,10749
2021-05-01,874025,11678,97872,137683,132861,116400,104584,83680,69438,52097,31613,18491,9419,4449,2282,1478,0,2021,5,F,1168098,168742,193404,179562,136575,57905,58656,53704,44804,41045,38834,39565,36325,32281,28711,22504,15333,10822,9326,2042123,168742,193404,179562,148253,155777,196339,186565,161204,145629,122514,109003,88422,63894,47202,31923,19782,13104,10804
2021-06-01,888370,12418,100645,140118,134858,117679,105862,84700,70201,52985,32124,18801,9600,4564,2299,1516,0,2021,6,F,1156854,168958,193365,180021,134181,55165,56557,52371,43621,40177,38144,39294,36094,32216,28728,22507,15446,10763,9246,2045224,168958,193365,180021,146599,155810,196675,187229,161300,146039,122844,109495,89079,64340,47529,32107,20010,13062,10762
2021-07-01,897307,12906,102254,141748,136055,118656,106947,85281,70528,53374,32418,18949,9674,4685,2290,1542,0,2021,7,F,1177785,171249,195766,182969,136262,56543,58179,53902,44978,41266,39108,40222,36898,32779,29183,22612,15790,10745,9334,2075092,171249,195766,182969,149168,158797,199927,189957,163634,148213,124389,110750,90272,65197,48132,32286,20475,13035,10876
2021-08-01,908253,13496,104559,143841,137809,119925,107955,85829,70819,53966,32689,18982,9769,4726,2336,1552,0,2021,8,F,1192826,172202,197518,185363,137731,57209,58998,54991,45576,42034,39816,40826,37567,33390,30059,22972,16245,10892,9437,2101079,172202,197518,185363,151227,161768,202839,192800,165501,149989,125645,111645,91533,66079,49041,32741,20971,13228,10989
2021-09-01,868217,12910,100015,137735,132091,114630,103430,81991,67405,51626,31325,18075,9110,4357,2126,1391,0,2021,9,F,1242215,170965,197705,187025,138470,62650,66200,62052,51788,47500,44250,44816,40576,35256,31219,23835,16897,11249,9762,2110432,170965,197705,187025,151380,162665,203935,194143,166418,150930,126241,112221,92202,66581,49294,32945,21254,13375,11153
2021-10-01,926454,14091,108507,147071,140923,121626,109614,86891,71570,54966,33169,19303,9918,4855,2375,1575,0,2021,10,F,1199643,174199,198073,187722,138444,56176,58265,54792,45499,42116,39942,41200,38197,33905,30366,23319,16639,11090,9699,2126097,174199,198073,187722,152535,164683,205336,195715,167125,151730,126833,112770,93163,67074,49669,33237,21494,13465,11274
2021-11-01,940242,14297,111188,149497,143078,123000,110827,87976,72241,55725,33620,19724,10119,4942,2412,1596,0,2021,11,F,1208897,175831,199582,189855,139404,55742,58350,55044,45698,42426,40355,41591,38891,34225,30600,23586,16802,11134,9781,2149139,175831,199582,189855,153701,166930,207847,198122,168698,153253,128331,113832,94616,67845,50324,33705,21744,13546,11377
2021-12-01,938840,14502,111972,149310,143182,122698,110823,87783,71718,55629,33426,19276,9860,4804,2297,1560,0,2021,12,F,1205598,175308,198855,189705,138625,54878,57820,54795,45487,42256,40412,41529,39186,34434,30697,23775,16912,11088,9836,2144438,175308,198855,189705,153127,166850,207130,197977,168185,153079,128195,113247,94815,67860,49973,33635,21716,13385,11396
2022-01-01,958363,14383,113753,152985,146998,125128,113251,89422,72632,56488,34152,19874,10260,5006,2387,1644,0,2022,1,F,1209544,176518,200393,191850,139107,54364,56950,54318,45141,42240,40474,41669,39429,34542,30629,23883,16998,11108,9931,2167907,176518,200393,191850,153490,168117,209935,201316,170269,155491,129896,114301,95917,68694,50503,34143,22004,13495,11575
2022-02-01,952865,14439,113466,151581,146357,124278,112626,88702,72000,56168,33911,19825,10290,5130,2423,1669,0,2022,2,F,1207023,176683,199206,191547,138052,53995,56868,54302,45103,42187,40472,41647,39599,34796,30684,23915,17056,11003,9908,2159888,176683,199206,191547,152491,167461,208449,200659,169381,154813,129174,113647,95767,68707,50509,34205,22186,13426,11577
2022-03-01,976310,14890,116382,155249,150425,127298,115280,90586,73617,57608,34803,20245,10532,5225,2471,1699,0,2022,3,F,1227881,180591,202940,195564,140831,54650,57218,55154,45489,42540,40872,42258,40241,35343,31177,24307,17399,11205,10102,2204191,180591,202940,195564,155721,171032,212467,205579,172787,157820,131458,115875,97849,70146,51422,34839,22624,13676,11801
2022-04-01,982055,15338,117634,155718,151138,128012,115684,91124,73929,57900,35070,20387,10599,5315,2490,1717,0,2022,4,F,1226944,179689,203210,196051,139906,54130,56898,55093,45506,42619,40840,42454,40607,35517,31319,24406,17402,11159,10138,2208999,179689,203210,196051,155244,171764,212616,206231,173518,158303,131964,116383,98507,70587,51706,35005,22717,13649,11855
2022-05-01,984516,15494,119023,156131,151633,127743,115222,90880,73999,58211,35331,20525,10687,5361,2536,1740,0,2022,5,F,1233083,182294,204532,197110,140623,54010,56882,55564,45749,42693,40822,42288,40407,35551,31207,24526,17490,11174,10161,2217599,182294,204532,197110,156117,173033,213013,207197,173492,157915,131702,116287,98618,70882,51732,35213,22851,13710,11901
2022-06-01,993058,15783,120633,157311,152800,128768,116043,91527,74547,58680,35740,20711,10791,5407,2562,1755,0,2022,6,F,1242051,183465,206432,198946,141362,53906,56758,55970,46096,42904,41200,42653,40798,35928,31649,24720,17699,11272,10293,2235109,183465,206432,198946,157145,174539,214069,208770,174864,158947,132727,117200,99478,71668,52360,35511,23106,13834,12048
2022-07-01,1003089,15632,121414,159973,155233,130465,117279,92066,74872,58956,35885,20774,10798,5403,2591,1747,1,2022,7,F,1243733,184260,207456,200215,141504,54144,56042,55287,45636,42708,41133,42564,40904,35940,31725,24825,17672,11357,10361,2246822,184260,207456,200216,157136,175558,216015,210520,176101,159987,133199,117436,99860,71825,52499,35623,23075,13948,12108
2022-08-01,1009563,15510,122842,161080,156328,131019,117709,92524,75198,59308,36133,20930,10988,5512,2685,1796,1,2022,8,F,1255044,185089,209291,202407,142637,54645,56485,56185,46183,43296,41459,42961,41450,36263,32038,25146,17630,11520,10359,2264607,185089,209291,202408,158147,177487,217565,212513,177202,161005,133983,118159,100758,72396,52968,36134,23142,14205,12155
2022-09-01,1015005,15504,123733,161956,157998,131581,118267,92742,75393,59567,36222,21029,11004,5508,2733,1768,0,2022,9,F,1255102,184812,209566,203491,142151,54390,56106,55940,46076,43183,41426,43156,41520,36330,31967,25278,17515,11715,10480,2270107,184812,209566,203491,157655,178123,218062,213938,177657,161450,134168,118549,101087,72552,52996,36282,23023,14448,12248
2022-10-01,1018192,15564,123785,162318,159138,132368,118756,93296,75605,59324,35790,20900,11150,5560,2797,1841,0,2022,10,F,1260419,184481,210510,204715,142341,54518,55757,56014,46080,43407,41828,43538,42487,37209,32493,25431,17500,11762,10348,2278611,184481,210510,204715,157905,178303,218075,215152,178448,162163,135124,119143,101811,72999,53393,36581,23060,14559,12189
2022-11-01,1025494,15541,125578,163991,160989,133172,119493,93773,75816,59427,35909,20863,10889,5484,2744,1825,0,2022,11,F,1259753,184522,211453,205445,142080,54109,55424,55846,46023,43238,41665,43420,42045,36634,32398,25622,17606,11849,10374,2285247,184522,211453,205445,157621,179687,219415,216835,179195,162731,135438,119236,101472,72543,53261,36511,23090,14593,12199
2022-12-01,1033384,15626,126670,165075,162475,134024,120274,94357,76265,59828,36389,21103,11045,5537,2840,1876,0,2022,12,F,1257159,184160,211522,206185,141658,53643,54585,55373,45727,43236,41478,43403,42046,36534,32237,25433,17530,11930,10479,2290543,184160,211522,206185,157284,180313,219660,217848,179751,163510,135835,119668,101874,72923,53340,36478,23067,14770,12355
2023-01-01,1025243,15056,124775,163473,161572,133226,119580,93857,75757,59503,36363,20970,11016,5498,2768,1829,0,2023,1,F,1262547,183004,211284,206003,140750,54576,55752,56812,46722,44023,42130,43870,42406,36924,32454,25651,17613,12035,10538,2287790,183004,211284,206003,155806,179351,219225,218384,179948,163603,135987,119627,101909,73287,53424,36667,23111,14803,12367
2023-02-01,1031376,14864,124588,163543,162856,134194,120454,94582,76307,60208,36941,21198,11216,5640,2876,1909,0,2023,2,F,1257059,182732,211247,206165,140249,53895,54732,55855,45989,43512,41681,43421,42250,36874,32567,25597,17666,12092,10535,2288435,182732,211247,206165,155113,178483,218275,218711,180183,163966,136263,119728,102458,73815,53765,36813,23306,14968,12444
2023-03-01,1047150,15141,126928,165881,165763,136078,122047,95732,77415,60973,37505,21491,11444,5828,2952,1972,0,2023,3,F,1269550,185644,214269,208805,141847,53847,54624,56012,46210,43615,42046,43757,42544,37206,32839,25699,17799,12162,10625,2316700,185644,214269,208805,156988,180775,220505,221775,182288,165662,137778,121172,103517,74711,54330,37143,23627,15114,12597
2023-04-01,1032872,15347,126522,164065,164062,134613,120559,94713,76230,59844,36492,20442,10524,5148,2601,1710,0,2023,4,F,1248288,181986,210881,205594,139185,52625,53568,54870,45394,42674,41216,43072,42049,36728,32482,25407,17836,12080,10641,2281160,181986,210881,205594,154532,179147,217633,218932,180007,163233,135929,119302,101893,73220,52924,35931,22984,14681,12351
2023-05-01,1042392,15184,127740,165190,165775,135502,121731,95308,76949,60263,37026,20901,10824,5472,2729,1798,0,2023,5,F,1264596,184424,213495,208154,141131,53044,53948,55825,46004,43374,41733,43831,42618,37439,32869,25812,18044,12120,10731,2306988,184424,213495,208154,156315,180784,219138,221600,181506,165105,137041,120780,102881,74465,53770,36636,23516,14849,12529
2023-06-01,1048522,15323,128537,165811,167024,136413,122390,95789,77290,60515,37427,20933,10941,5534,2751,1844,0,2023,6,F,1261017,184343,213879,208296,140869,52312,53093,55349,45597,43016,41289,43566,42357,37495,32795,25864,18051,12096,10750,2309539,184343,213879,208296,156192,180849,218904,222373,182010,165406,137078,120856,102872,74922,53728,36805,23585,14847,12594
2023-07-01,1025632,14502,122783,160187,163186,134129,120842,94715,76599,60145,37193,20686,10707,5446,2719,1793,0,2023,7,F,1266789,182731,212599,207047,140580,55361,56155,57462,46991,43748,41486,43595,42193,37487,32523,25878,18062,12093,10798,2292421,182731,212599,207047,155082,178144,216342,220648,181120,164590,136201,120194,102338,74680,53209,36585,23508,14812,12591
2023-08-01,1025320,14774,123038,160202,163310,133966,120555,94762,76509,60088,37340,20521,10624,5326,2586,1719,0,2023,8,F,1253258,180597,211333,206307,139830,52086,53444,56095,46211,43262,41360,43553,42046,37505,32607,25895,18093,12144,10890,2278578,180597,211333,206307,154604,175124,213646,219405,180177,163817,136122,120062,102134,74845,53128,36519,23419,14730,12609
2023-09-01,1036657,15063,125122,162953,165728,135135,121533,95441,76785,60375,37565,20616,10664,5364,2593,1720,0,2023,9,F,1253413,181013,212289,207497,140288,51130,52559,55300,45792,43068,41255,43501,42083,37698,32753,25991,18158,12151,10887,2290070,181013,212289,207497,155351,176252,215512,221028,180927,164601,136696,120286,102458,75263,53369,36655,23522,14744,12607
2023-10-01,1034979,14924,124038,161979,165879,135349,122000,96164,77060,59980,37165,20080,10640,5399,2585,1737,0,2023,10,F,1258934,180514,212673,208361,140996,51047,52944,55455,45820,43070,41372,43921,43052,38824,33393,26341,18237,12106,10808,2293913,180514,212673,208361,155920,175085,214923,221334,181169,165070,137536,120981,103032,75989,53473,36981,23636,14691,12545
2023-11-01,1037100,14772,123955,162471,166658,136034,122236,96512,77214,59998,37195,20019,10542,5261,2553,1680,0,2023,11,F,1254741,180083,212691,208918,140750,50317,52241,55031,45550,42873,41327,43667,42466,38141,33100,26333,18295,12164,10794,2291841,180083,212691,208918,155522,174272,214712,221689,181584,165109,137839,120881,102464,75336,53119,36875,23556,14717,12474
