Periodo de Cobertura,Year,Month,Cotizante,Total general,Total Región Distrito Nacional,Total 0 - Santo Domingo,Distrito Nacional,Monte Plata,Santo Domingo,Total Región Este,Total V - Este,El Seybo,Hato Mayor del Rey,La Altagracia,La Romana,San Pedro de Macorís,Total Región Norte,Total II - Norcentral,Espaillat,Puerto Plata,Santiago,Total III - Nordeste,Duarte,Hermanas Mirabal,Maria Trinidad Sanchez,Samana,Total VII - Cibao Occidental,Dajabon,Montecristi,Santiago Rodriguez,Valverde,Total VIII - Cibao Central,La vega,Monseñor Nouel,Sanchez Ramirez,Total Región Sur,Total I - Valdesia,Peravia,San Cristóbal,San Jose de Ocoa,Total IV - Enriquillo,Bahoruco,Barahona,Independencia,Pedernales,Total VI - El Valle,Azua,Elias Piña,San Juan de la Maguana,No Especificada
2019-11-01,2019,11,NO,2254366,699848,699848,458411,21852,219585,222524,222524,15986,17435,59345,61528,68230,762255,380749,55593,70924,254232,140848,69056,24549,30800,16443,82844,12680,17605,16869,35690,157814,81762,42844,33208,316338,139792,32442,95958,11392,69253,15142,41136,9931,3044,107293,41549,11294,54450,253401
2019-12-01,2019,12,NO,2240428,693554,693554,453686,21898,217970,219446,219446,15949,17250,58786,60566,66895,751019,376252,54828,69942,251482,138879,68025,24604,30229,16021,80997,12640,17271,16680,34406,154891,80141,41838,32912,312823,137341,31520,94466,11355,68617,15153,40711,9721,3032,106865,41412,11360,54093,263586
2020-01-01,2020,1,NO,2239870,691123,691123,451238,21844,218041,219483,219483,15906,17181,58940,60681,66775,742033,370834,54096,69310,247428,136842,67669,24012,29399,15762,80858,12743,17143,16621,34351,153499,79253,41478,32768,314145,137761,32096,94417,11248,68887,15080,40757,10031,3019,107497,42307,11271,53919,273086
2020-02-01,2020,2,NO,2244029,688492,688492,448751,21720,218021,218818,218818,15934,17226,58852,60414,66392,739691,369880,54315,69051,246514,135917,66793,23562,29626,15936,80564,12654,17147,16482,34281,153330,79257,41576,32497,313174,137042,31748,94096,11198,68541,15067,40584,9852,3038,107591,42706,11152,53733,283854
2020-03-01,2020,3,NO,2255760,689888,689888,448890,21843,219155,219006,219006,15881,17193,58780,60615,66537,736754,368301,53773,68621,245907,134823,66590,23674,28985,15574,80309,12824,17024,16320,34141,153321,79445,41527,32349,314813,137487,31836,94431,11220,68785,15008,40651,10113,3013,108541,43583,11209,53749,295299
2020-04-01,2020,4,NO,2119976,645690,645690,419210,20713,205767,208632,208632,15227,16388,55712,58019,63286,690763,345688,50533,64249,230906,125990,61223,22192,27562,15013,74842,12102,15952,15651,31137,144243,74244,38807,31192,298156,129112,29650,88800,10662,65945,14400,38880,9794,2871,103099,41000,10674,51425,276735
2020-05-01,2020,5,NO,2577204,765682,765682,499051,28044,238587,254269,254269,20827,21556,67553,68407,75926,870778,439599,65615,86096,287888,156707,75730,27368,34394,19215,94608,16079,21121,19878,37530,179864,96143,46071,37650,360476,151458,33415,104441,13602,79048,18067,45599,11391,3991,129970,49278,14668,66024,325999
2020-06-01,2020,6,NO,2666028,791015,791015,514776,29393,246846,267794,267794,22579,23001,70703,71210,80301,890861,446249,66766,89123,290360,162407,78090,28009,35748,20560,96538,16210,21238,20276,38814,185667,98199,48319,39149,370924,156195,34140,108003,14052,81633,18704,47042,11783,4104,133096,50015,14965,68116,345434
2020-07-01,2020,7,NO,2495054,746119,746119,485013,26313,234793,253126,253126,20791,21220,67191,68103,75821,813589,407663,59996,81719,265948,149649,72134,25718,32904,18893,87578,14381,19026,18175,35996,168699,87911,44319,36469,345070,146284,32442,101087,12755,76453,17303,44362,11216,3572,122333,46869,13357,62107,337150
2020-08-01,2020,8,NO,2395201,718532,718532,467692,24478,226362,230666,230666,18714,18911,59712,63748,69581,781548,393180,57597,77981,257602,142366,69235,24510,31258,17363,84544,13650,18027,17510,35357,161458,84167,42795,34496,331546,141925,31918,97957,12050,73108,16319,42585,10778,3426,116513,45373,12551,58589,332909
2020-09-01,2020,9,NO,2402646,723179,723179,471075,24580,227524,230669,230669,18633,18931,60288,63797,69020,774229,390523,56913,77024,256586,139384,68585,24311,30054,16434,82827,13512,18055,17033,34227,161495,84781,42452,34262,332444,142626,31693,98761,12172,73153,16306,42561,10821,3465,116665,45170,12628,58867,342125
2020-10-01,2020,10,NO,2392213,717217,717217,467875,24039,225303,220655,220655,17609,18174,56030,61333,67509,775076,389288,56904,75856,256528,141388,69473,24528,30826,16561,84297,13935,17986,17158,35218,160103,83707,42405,33991,328362,140597,31955,96757,11885,72347,16008,42131,10859,3349,115418,45061,12365,57992,350903
2020-11-01,2020,11,NO,2347006,740964,740964,492154,22721,226089,211454,211454,15751,16805,52739,59752,66407,742255,375896,54306,70478,251112,134056,66139,23469,28796,15652,79181,12794,17010,15969,33408,153122,80095,40559,32468,316498,136721,30123,95329,11269,70132,15265,40428,11245,3194,109645,43045,11626,54974,335835
2020-12-01,2020,12,NO,2379231,745550,745550,495165,22632,227753,214226,214226,15882,16802,54755,60165,66622,753337,380318,54669,70794,254855,136637,67869,23607,29492,15669,80810,12930,17208,16207,34465,155572,81325,41644,32603,317950,137974,31143,95510,11321,70547,15185,40567,11587,3208,109429,43358,11526,54545,348168
2021-01-01,2021,1,NO,2291134,702678,702678,462391,23037,217250,205116,205116,15355,16207,51940,57628,63986,725598,362815,53185,66407,243223,133110,66085,23331,28376,15318,78862,12765,16795,15898,33404,150811,78023,40786,32002,312840,135057,30339,93442,11276,69620,15238,40075,11192,3115,108163,42862,11696,53605,344902
2021-02-01,2021,2,NO,2101767,636833,636833,416647,19465,200721,180398,180398,13255,14218,43887,51825,57213,664889,332467,47622,57070,227775,121757,61373,21070,25892,13422,71827,11399,15055,14427,30946,138838,72443,37458,28937,281424,123869,28263,85583,10023,60989,13160,35566,9555,2708,96566,39225,9899,47442,338223
2021-03-01,2021,3,NO,2131398,644162,644162,419464,19791,204907,181672,181672,13362,14255,44847,52262,56946,668532,335417,48113,58090,229214,121992,61391,21222,25921,13458,72487,11522,15294,14502,31169,138636,72260,37515,28861,283881,124412,28660,85595,10157,61546,13197,35771,9813,2765,97923,40439,9942,47542,353151
2021-04-01,2021,4,NO,2135170,647143,647143,421394,19784,205965,181767,181767,13446,14161,45273,52060,56827,665093,335250,47623,58128,229499,121270,60701,21082,26031,13456,71096,11468,15030,14305,30293,137477,72192,36679,28606,281619,121948,27096,84871,9981,61504,12990,35883,9930,2701,98167,40542,10035,47590,359548
2021-05-01,2021,5,NO,2166429,657274,657274,429009,19657,208608,186091,186091,13517,14440,47174,52972,57988,669559,338152,48124,58765,231263,120670,60559,21042,25739,13330,71328,11528,15102,14314,30384,139409,73295,37196,28918,283717,123562,28045,85461,10056,61387,13155,35521,9995,2716,98768,41254,9889,47625,369788
2021-06-01,2021,6,NO,2141047,650929,650929,424766,19336,206827,184028,184028,13091,14094,47499,52355,56989,656665,332693,47149,58176,227368,117925,59475,20638,24977,12835,69856,11109,14746,14067,29934,136191,71900,36367,27924,277709,121293,27740,83744,9809,59742,12659,34765,9659,2659,96674,40840,9437,46397,371716
2021-07-01,2021,7,NO,2183226,660592,660592,431350,19691,209551,188116,188116,13330,14289,49514,53469,57514,665236,337741,47828,59241,230672,119874,60246,20807,25563,13258,70817,11390,14983,14147,30297,136804,72134,36392,28278,281636,122549,28103,84588,9858,60735,12913,35213,9883,2726,98352,41661,9623,47068,387646
2021-08-01,2021,8,NO,2213062,667435,667435,436367,19897,211171,191590,191590,13730,14591,50797,53981,58491,671410,340851,48242,60046,232563,120616,60577,20991,25710,13338,71478,11575,15113,14330,30460,138465,73204,36718,28543,282804,122626,28045,84662,9919,60917,12846,35262,10056,2753,99261,42441,9667,47153,399823
2021-09-01,2021,9,NO,2312829,694909,694909,455735,21506,217668,197660,197660,14317,15256,52158,55331,60598,705077,354098,50508,63117,240473,127688,63976,22203,27342,14167,76081,12580,16323,15079,32099,147210,78294,39057,29859,298752,128619,29130,88827,10662,64828,13643,37395,10826,2964,105305,44347,10665,50293,416431
2021-10-01,2021,10,NO,2225175,668658,668658,437103,19784,211771,191663,191663,13685,14629,51290,53739,58320,667778,339223,47695,60381,231147,120001,60630,20739,25557,13075,70728,11464,15046,14205,30013,137826,72987,36624,28215,281947,121889,27680,84318,9891,60582,12764,34957,10101,2760,99476,42935,9578,46963,415129
2021-11-01,2021,11,NO,2243211,672370,672370,439665,19835,212870,192172,192172,13666,14643,51686,53851,58326,669331,339652,47619,60808,231225,120239,60306,20554,25955,13424,71678,11633,15090,14337,30618,137762,72982,36492,28288,283359,122663,28080,84752,9831,60991,12773,35239,10211,2768,99705,43227,9597,46881,425979
2021-12-01,2021,12,NO,2234993,670384,670384,438359,19700,212325,191463,191463,13620,14568,51642,53473,58160,660915,335921,47348,60178,228395,117447,59752,20484,24623,12588,70909,11459,15102,14050,30298,136638,72701,36110,27827,280644,121111,27478,83965,9668,60157,12625,34684,10123,2725,99376,43222,9493,46661,431587
2022-01-01,2022,1,NO,2247069,671508,671508,439449,19650,212409,191555,191555,13713,14570,51920,53368,57984,663325,336318,47161,60308,228849,119151,59616,20536,25668,13331,70926,11599,14960,14077,30290,136930,72804,36326,27800,281309,121465,27751,83969,9745,60390,12564,34888,10210,2728,99454,43404,9504,46546,439372
2022-02-01,2022,2,NO,2241616,668056,668056,437005,19521,211530,190518,190518,13386,14377,52140,53223,57392,659203,334390,46799,59805,227786,118563,59663,20346,25310,13244,70147,11430,14700,13941,30076,136103,72308,36093,27702,278192,120258,27466,83153,9639,59476,12336,34430,10023,2687,98458,43261,9362,45835,445647
2022-03-01,2022,3,NO,2282575,681152,681152,446208,19856,215088,192960,192960,13707,14567,52828,53624,58234,663950,337457,47003,60412,230042,119297,60261,20444,25325,13267,70348,11445,14871,13961,30071,136848,72699,36258,27891,282895,121947,28033,84135,9779,60771,12586,35057,10358,2770,100177,44211,9534,46432,461618
2022-04-01,2022,4,NO,2283058,681030,681030,446339,19708,214983,191600,191600,13609,14439,52486,53319,57747,663105,336609,47122,60320,229167,118929,60187,20357,25056,13329,70846,11502,14951,14047,30346,136721,72780,36140,27801,282662,121715,27875,84078,9762,60744,12551,35076,10371,2746,100203,44027,9596,46580,464661
2022-05-01,2022,5,NO,2294681,681923,681923,446833,19723,215367,191367,191367,13567,14361,52503,53536,57400,662858,336701,47127,60307,229267,119090,60005,20312,25386,13387,70676,11428,14947,13947,30354,136391,72671,36061,27659,281469,121115,27875,83479,9761,60757,12503,35059,10398,2797,99597,43815,9495,46287,477064
2022-06-01,2022,6,NO,2311188,687390,687390,451155,19737,216498,192080,192080,13607,14526,52833,53196,57918,662592,336394,47078,60249,229067,118911,59973,20213,25425,13300,70953,11547,14993,13994,30419,136334,72626,35940,27768,282012,121360,28021,83566,9773,60959,12544,35126,10496,2793,99693,43805,9467,46421,487114
2022-07-01,2022,7,NO,2318175,690247,690247,453412,19738,217097,191594,191594,13574,14497,53012,53112,57399,660328,335080,46675,60071,228334,118717,59994,19769,25467,13487,70442,11471,14855,13836,30280,136089,72582,35992,27515,281026,121044,27991,83276,9777,60699,12477,34855,10530,2837,99283,43600,9493,46190,494980
2022-08-01,2022,8,NO,2339740,695222,695222,457687,19820,217715,192471,192471,13615,14526,53139,53358,57833,663451,336676,46899,60316,229461,119122,59981,20264,25410,13467,70930,11593,15036,13915,30386,136723,72883,36047,27793,282411,121241,27840,83604,9797,61638,12656,35387,10744,2851,99532,43743,9481,46308,506185
2022-09-01,2022,9,NO,2343126,696508,696508,459045,19910,217553,191779,191779,13684,14414,53068,53042,57571,660465,334750,46550,59820,228380,119262,60046,20227,25414,13575,70763,11595,15052,13762,30354,135690,72520,35772,27398,280751,120667,27876,83070,9721,61119,12489,35104,10615,2911,98965,43430,9412,46123,513623
2022-10-01,2022,10,NO,2351434,699199,699199,461748,19905,217546,190998,190998,13629,14488,52839,52770,57272,658974,333467,46465,59842,227160,118760,59858,20171,25371,13360,70999,11685,15062,13839,30413,135748,72557,35719,27472,280258,120469,27757,83017,9695,60975,12512,34983,10631,2849,98814,43291,9437,46086,522005
2022-11-01,2022,11,NO,2352645,699960,699960,462386,19733,217841,189680,189680,13540,14298,52605,52337,56900,655277,331959,46341,59526,226092,118561,59787,20025,25361,13388,70341,11640,14954,13642,30105,134416,71824,35427,27165,279030,119662,27592,82336,9734,60937,12357,35094,10615,2871,98431,43065,9318,46048,528698
2022-12-01,2022,12,NO,2349571,698028,698028,462166,19708,216154,188523,188523,13486,14283,52260,51994,56500,651259,329783,45863,59364,224556,117952,59480,19994,25045,13433,69641,11473,14846,13548,29774,133883,71494,35170,27219,277411,119010,27262,82169,9579,60685,12309,34895,10593,2888,97716,42632,9369,45715,534350
2023-01-01,2023,1,NO,2363827,703684,703684,466219,20003,217462,188382,188382,13501,14277,52011,52123,56470,651715,329641,45763,59277,224601,118231,59241,19948,25351,13691,70011,11677,14877,13542,29915,133832,71321,35098,27413,279138,119345,27078,82641,9626,61079,12453,35030,10699,2897,98714,42938,9427,46349,540908
2023-02-01,2023,2,NO,2350401,697835,697835,463012,19663,215160,187096,187096,13229,14147,52176,51432,56112,645316,326663,45420,58829,222414,116900,58832,19767,25062,13239,69248,11445,14756,13459,29588,132505,70740,34727,27038,275420,118087,26760,81678,9649,60165,12255,34521,10564,2825,97168,42477,9290,45401,544734
2023-03-01,2023,3,NO,2374802,704825,704825,467431,19788,217606,187785,187785,13298,14250,52318,51715,56204,647739,327611,45451,59038,223122,117508,59075,19827,25163,13443,69460,11506,14774,13463,29717,133160,71112,34976,27072,276509,118266,26973,81661,9632,60637,12378,34683,10743,2833,97606,42685,9268,45653,557944
2023-04-01,2023,4,NO,2331493,695531,695531,461519,19576,214436,185260,185260,13169,13979,51042,51418,55652,627072,320326,44683,58038,217605,109091,54849,18598,23212,12432,67439,11169,14458,13094,28718,130216,69382,34465,26369,271072,114703,24742,80519,9442,59998,12189,34466,10531,2812,96371,42015,9177,45179,552558
2023-05-01,2023,5,NO,2365381,701905,701905,466127,19773,216005,185235,185235,13175,13974,51062,51391,55633,637235,324158,44942,58840,220376,113461,56987,19425,23999,13050,68530,11357,14624,13193,29356,131086,70068,34279,26739,274253,116451,25718,81238,9495,60521,12233,34710,10697,2881,97281,42567,9298,45416,566753
2023-06-01,2023,6,NO,2359216,700847,700847,465563,19531,215753,184774,184774,13204,13946,51372,51120,55132,629729,321468,44349,58127,218992,110833,55760,18825,23465,12783,67486,11278,14445,13152,28611,129942,69467,34187,26288,272428,115310,25493,80364,9453,60066,12138,34411,10675,2842,97052,42559,9224,45269,571438
2023-07-01,2023,7,NO,2360274,700401,700401,465753,19544,215104,184868,184868,13330,13992,51299,50851,55396,627676,320377,44681,57738,217958,110535,55008,18939,23686,12902,67436,11243,14554,13054,28585,129328,69275,33775,26278,271606,114815,25338,80097,9380,60066,12173,34365,10653,2875,96725,42492,9170,45063,575723
2023-08-01,2023,8,NO,2338598,698750,698750,464426,19542,214782,182712,182712,13060,13783,51014,50664,54191,613891,313864,43215,56697,213952,107527,54253,18158,22603,12513,66217,11168,14171,12920,27958,126283,67484,33005,25794,268483,113724,24637,79699,9388,59464,12002,33915,10691,2856,95295,42002,9158,44135,574762
2023-09-01,2023,9,NO,2343244,698169,698169,463906,19628,214635,181622,181622,13001,13743,50675,50181,54022,612758,313195,43191,56677,213327,107604,54300,18148,22662,12494,65855,11107,14129,12788,27831,126104,67525,32876,25703,267728,113315,24630,79385,9300,58955,11907,33667,10563,2818,95458,41989,9140,44329,582967
2023-10-01,2023,10,NO,2349634,699384,699384,465142,19404,214838,180660,180660,12867,13671,50585,50062,53475,609697,311825,42863,56470,212492,106733,53613,18085,22619,12416,65601,11116,14132,12787,27566,125538,67503,32517,25518,268306,113806,24787,79652,9367,59125,12002,33668,10625,2830,95375,42244,9067,44064,591587
2023-11-01,2023,11,NO,2342564,697178,697178,463727,19216,214235,179549,179549,12789,13577,50366,49728,53089,604978,308839,42542,55948,210349,106035,53324,17922,22533,12256,65120,11012,13960,12643,27505,124984,67208,32431,25345,265481,112380,24186,78958,9236,58510,11761,33352,10592,2805,94591,41852,9016,43723,595378
2023-12-01,2023,12,NO,2335559,694770,694770,462114,19207,213449,178305,178305,12751,13462,49916,49556,52620,598478,306015,42302,55062,208651,104621,52593,17721,22295,12012,64178,10950,13604,12542,27082,123664,66487,32001,25176,264609,111906,24253,78481,9172,58184,11718,33108,10569,2789,94519,41887,9016,43616,599397
