Periodo de Cobertura,Year,Month,Sexo,Cotizante,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85 y mas,No Especificada,Total Afiliados,0-4,5-9,10-14
2021-02-01,2021,2,M,NO,132031,24009,20957,26110,28358,30483,29500,28969,26165,22766,20089,15770,10292,6678,5930,,971080.0,168108.0,195183.0,179682.0
2021-03-01,2021,3,M,NO,128089,23627,21398,26461,28620,30715,29863,29519,26751,23304,20570,16052,10426,6816,6063,,982996.0,172334.0,199042.0,183346.0
2021-04-01,2021,4,M,NO,127502,23488,21266,26598,28263,30559,29572,29310,26740,23318,20637,16156,10544,6887,6078,,982743.0,173018.0,199299.0,183508.0
2021-05-01,2021,5,M,NO,131394,24443,21447,26849,28540,30612,29854,29508,26960,23679,20853,16218,10595,6934,6041,,998331.0,175557.0,202192.0,186655.0
2021-06-01,2021,6,M,NO,129068,21529,19271,25088,27235,29459,28870,28720,26367,23295,20561,16150,10642,6910,5983,,984193.0,175659.0,202382.0,187004.0
2021-07-01,2021,7,M,NO,130968,23140,21137,26739,28579,30586,29824,29567,27137,23886,21108,16330,10919,6979,6012,,1005441.0,177884.0,204674.0,189972.0
2021-08-01,2021,8,M,NO,132261,23871,21958,27608,29263,32025,30272,29987,27717,24315,21835,16658,11148,7079,6125,,1020236.0,178879.0,206444.0,192791.0
2021-09-01,2021,9,M,NO,133165,29390,29370,34500,35193,36743,35142,34262,31096,26675,23296,17670,11726,7327,6339,,1070614.0,177590.0,206619.0,194511.0
2021-10-01,2021,10,M,NO,132907,23586,21741,27565,29112,31385,30302,29937,27899,24508,21941,16820,11327,7120,6223,,1025532.0,180911.0,207130.0,195118.0
2021-11-01,2021,11,M,NO,133721,23330,21830,27889,29155,31639,30467,30198,28279,24659,22052,17062,11444,7175,6256,,1034314.0,182931.0,208802.0,197425.0
2021-12-01,2021,12,M,NO,132992,22708,21380,27402,28877,31393,30162,29993,28282,24702,22004,17091,11477,7137,6201,,1029395.0,182586.0,207778.0,197230.0
2022-01-01,2022,1,M,NO,133717,22930,21619,27847,29211,31618,30567,30248,28551,24907,21999,17255,11588,7198,6298,,1037525.0,183459.0,209220.0,199293.0
2022-02-01,2022,2,M,NO,132680,22797,21680,27767,29162,31364,30331,30106,28455,24866,22037,17328,11671,7180,6268,,1034593.0,183693.0,208264.0,198944.0
2022-03-01,2022,3,M,NO,135003,23454,21941,28444,29683,32026,30861,30509,29066,25360,22286,17602,11887,7285,6426,,1054694.0,188023.0,211820.0,203018.0
2022-04-01,2022,4,M,NO,134449,23247,22093,28207,29717,32165,30972,30764,30063,25685,22443,17643,11959,7309,6420,,1056114.0,187218.0,212132.0,203628.0
2022-05-01,2022,5,M,NO,134977,23379,22192,28479,29890,32050,30804,30587,29461,25753,22443,17773,12017,7332,6496,,1061598.0,189900.0,213416.0,204649.0
2022-06-01,2022,6,M,NO,135606,23474,22189,28622,30116,32217,30944,30799,29600,25920,22676,17912,12177,7482,6554,,1069137.0,191465.0,215044.0,206340.0
2022-07-01,2022,7,M,NO,135979,23818,22350,28829,30347,32480,31170,30951,29772,26066,22763,17972,12116,7524,6562,,1074442.0,192127.0,215979.0,207637.0
2022-08-01,2022,8,M,NO,137008,24015,22524,29494,30755,32977,31484,31288,30130,26374,23016,18283,12117,7603,6561,,1084696.0,193211.0,218014.0,209842.0
2022-09-01,2022,9,M,NO,137063,24228,22868,29773,30890,33727,31598,31274,30267,26542,23046,18304,12105,7686,6621,,1088024.0,192702.0,218406.0,210924.0
2022-10-01,2022,10,M,NO,137244,24393,22779,29944,30926,33196,31650,31484,30561,26912,23290,18348,12147,7724,6539,,1091015.0,192213.0,219620.0,212045.0
2022-11-01,2022,11,M,NO,137123,24049,22838,29987,31186,33176,31677,31407,30491,26597,23108,18379,12193,7813,6529,,1092892.0,192780.0,220500.0,213059.0
2022-12-01,2022,12,M,NO,137050,23884,22641,30093,31258,33138,31604,31215,30406,26633,23039,18293,12107,7844,6524,,1092412.0,192543.0,220599.0,213541.0
2023-01-01,2023,1,M,NO,136621,25254,24057,31715,32700,34481,32707,32287,31274,27022,23330,18418,12167,7877,6504,,1101280.0,191278.0,220271.0,213317.0
2023-02-01,2023,2,M,NO,135948,24506,22896,30761,31504,33554,31760,31524,30723,26843,23368,18414,12355,7933,6524,,1093342.0,190934.0,220087.0,213708.0
2023-03-01,2023,3,M,NO,137275,24867,22997,30921,31653,33684,31980,31576,31005,27194,23397,18591,12400,8023,6577,,1105252.0,193712.0,223004.0,216396.0
2023-04-01,2023,4,M,NO,134828,23801,22239,29841,30713,32647,30999,30754,30154,26500,22902,18057,12076,7816,6464,,1083205.0,190348.0,219613.0,213453.0
2023-05-01,2023,5,M,NO,136561,24250,22675,30568,31478,33520,31924,31664,31196,27385,23442,18525,12459,7946,6576,,1100785.0,192735.0,222033.0,215848.0
2023-06-01,2023,6,M,NO,136615,23571,22351,30296,31172,33166,31552,31195,30698,27204,23395,18467,12533,7970,6606,,1098199.0,192867.0,222356.0,216185.0
2023-07-01,2023,7,M,NO,135990,24134,22449,30301,31156,33103,31442,31147,30548,27163,23213,18385,12501,7959,6578,,1093485.0,190833.0,221215.0,215368.0
2023-08-01,2023,8,M,NO,135735,23438,21839,29843,30917,32971,31143,31030,30406,27173,23190,18373,12475,7880,6575,,1085340.0,188472.0,219890.0,213990.0
2023-09-01,2023,9,M,NO,136456,23269,21773,29995,30959,32772,31369,31150,30388,27184,23374,18468,12575,7871,6583,,1089831.0,188849.0,221500.0,215296.0
2023-10-01,2023,10,M,NO,136964,22889,21383,29611,30758,32631,31296,31024,30563,27665,23485,18593,12641,7869,6589,,1090700.0,188970.0,221511.0,216258.0
2023-11-01,2023,11,M,NO,136855,22535,21014,29592,30713,32422,31226,30858,30231,27180,23068,18417,12605,7844,6596,,1087823.0,188384.0,221452.0,216831.0
2023-12-01,2023,12,M,NO,136717,22094,20885,29583,30773,32460,31262,30840,30144,27218,23069,18445,12597,7864,6604,,1085625.0,187563.0,220626.0,216881.0
2007-10-01,2007,10,F,NO,32896,10569,11395,12019,11705,9723,6781,4973,3095,1667,945,536,276,99,60,,253444.0,42722.0,53189.0,50794.0
2007-11-01,2007,11,F,NO,34715,10943,11722,12536,12228,10309,7176,5378,3372,1884,1152,685,370,140,93,,267161.0,44468.0,56328.0,53662.0
2007-12-01,2007,12,F,NO,36883,10363,12394,13277,12930,11020,7765,5740,3682,2077,1231,741,397,146,103,,282644.0,46818.0,59935.0,57142.0
2008-01-01,2008,1,F,NO,37595,10415,12523,13632,13182,11217,7919,5906,3814,2165,1345,840,473,189,130,,288225.0,47181.0,61373.0,58326.0
2008-02-01,2008,2,F,NO,38590,10620,13013,14065,13617,11603,8274,6247,4164,2433,1619,1076,606,260,165,,298648.0,49085.0,63223.0,59988.0
2008-03-01,2008,3,F,NO,39416,10868,13439,14583,14147,12096,8644,6571,4459,2680,1814,1220,697,309,200,,306087.0,49571.0,64396.0,60977.0
2008-04-01,2008,4,F,NO,40177,11298,14015,15087,14637,12528,9003,6866,4705,2849,1977,1335,757,355,219,,315386.0,51108.0,65952.0,62518.0
2008-05-01,2008,5,F,NO,42004,11653,14284,15510,15076,12945,9374,7237,4964,3048,2113,1451,834,402,242,,329168.0,53733.0,69127.0,65171.0
2008-06-01,2008,6,F,NO,43361,11988,14731,15964,15560,13297,9814,7591,5320,3291,2264,1579,921,450,269,,340567.0,55354.0,71502.0,67311.0
2008-07-01,2008,7,F,NO,45372,13273,16148,17079,16515,14001,10327,8105,5726,3597,2484,1774,1045,509,307,,355451.0,56771.0,73536.0,68882.0
2008-08-01,2008,8,F,NO,44185,13484,16774,17825,17195,14602,10786,8484,6078,3859,2711,1935,1155,578,348,,355323.0,56386.0,71928.0,67010.0
2008-09-01,2008,9,F,NO,44631,13546,16590,17639,17159,14660,10865,8523,6175,3936,2774,1973,1211,594,364,,357866.0,56739.0,72575.0,67912.0
2008-10-01,2008,10,F,NO,45678,13777,16822,18101,17452,14983,11286,8809,6441,4156,2956,2135,1284,618,388,,366060.0,57170.0,74358.0,69646.0
2008-11-01,2008,11,F,NO,46184,13672,16838,18087,17591,15172,11415,8985,6701,4344,3136,2287,1403,687,420,,370041.0,57771.0,74980.0,70368.0
2008-12-01,2008,12,F,NO,47239,13860,16781,18030,17729,15216,11549,9158,6868,4539,3283,2455,1501,755,439,,376428.0,58913.0,76408.0,71705.0
2009-01-01,2009,1,F,NO,49148,14361,17437,18625,18231,15801,12033,9474,7214,4766,3465,2576,1599,800,479,,393107.0,62244.0,79869.0,74985.0
2009-02-01,2009,2,F,NO,50223,14880,17999,19369,18863,16483,12619,9891,7601,5064,3687,2721,1683,863,522,,403937.0,63638.0,81428.0,76403.0
2009-03-01,2009,3,F,NO,51397,15477,18467,19708,19061,16670,12791,10124,7835,5294,3836,2898,1796,913,551,,411963.0,64947.0,82618.0,77580.0
2009-04-01,2009,4,F,NO,53452,15899,18939,20382,19627,17067,13267,10648,8248,5841,4406,3668,2425,1336,868,,428962.0,67529.0,85283.0,80077.0
2009-05-01,2009,5,F,NO,53940,15909,18846,20426,19670,17278,13504,10814,8466,6129,4564,3889,2564,1447,918,,432880.0,68129.0,85705.0,80682.0
2009-06-01,2009,6,F,NO,56567,17407,19769,21191,20408,17958,14121,11436,9028,6606,4879,4160,2695,1532,973,,450307.0,70444.0,88258.0,82875.0
2009-07-01,2009,7,F,NO,58619,18153,20413,21991,21135,18814,14910,12155,9601,7019,5200,4388,2840,1606,1030,,466980.0,72859.0,90694.0,85553.0
2009-08-01,2009,8,F,NO,61938,18951,21010,22823,21870,19561,15825,12948,10338,7548,5500,4694,3017,1713,1089,,490078.0,76033.0,95106.0,90114.0
2009-09-01,2009,9,F,NO,63251,19571,21292,23132,22208,19968,16237,13403,10692,7925,5749,4881,3197,1800,1135,,500093.0,77082.0,96526.0,92044.0
2009-10-01,2009,10,F,NO,64696,20109,21864,23629,22619,20229,16600,13898,11046,8275,5960,5045,3337,1874,1175,,512145.0,78886.0,98464.0,94439.0
2009-11-01,2009,11,F,NO,65979,20809,22080,23932,22823,20530,16919,14313,11462,8618,6133,5191,3470,1918,1225,,522388.0,80727.0,99869.0,96390.0
2009-12-01,2009,12,F,NO,67158,21133,22264,24225,23027,20851,17224,14698,11860,8933,6381,5509,3627,2035,1304,,532381.0,82420.0,101569.0,98163.0
2010-01-01,2010,1,F,NO,68785,22006,22958,25092,23833,21623,17800,15200,12301,9295,6558,5667,3718,2119,1345,,545946.0,84480.0,103288.0,99878.0
2010-02-01,2010,2,F,NO,69405,22722,23685,25820,24614,22257,18500,15743,12822,9695,6758,5805,3809,2187,1374,,553993.0,84647.0,103627.0,100523.0
2010-03-01,2010,3,F,NO,71031,23510,24087,26052,24628,22445,18727,15963,13042,9959,6920,5938,3926,2261,1401,,567768.0,88613.0,106296.0,102969.0
2010-04-01,2010,4,F,NO,72313,24083,24838,26762,25265,23060,19320,16391,13442,10247,7049,5971,3958,2283,1413,,580552.0,91034.0,108204.0,104919.0
2010-05-01,2010,5,F,NO,72923,24230,25048,26911,25256,23183,19423,16624,13679,10663,7371,6344,4240,2442,1502,,585264.0,91624.0,108461.0,105340.0
2010-06-01,2010,6,F,NO,73038,25082,25618,27380,25474,23330,19618,16731,13918,10867,7528,6464,4323,2520,1546,,588933.0,92134.0,108094.0,105268.0
2010-07-01,2010,7,F,NO,73771,25614,26124,27794,25737,23701,19988,17151,14321,11364,7778,6698,4498,2651,1629,,597251.0,93072.0,108961.0,106399.0
2010-08-01,2010,8,F,NO,74911,26209,26718,28609,26297,24273,20424,17464,14534,11626,7995,6911,4600,2785,1691,,607142.0,94242.0,110042.0,107811.0
2010-09-01,2010,9,F,NO,76319,26750,27330,28913,26769,24696,20950,17834,15599,12185,8330,7120,4741,2881,1752,,618692.0,95417.0,111187.0,109919.0
2010-10-01,2010,10,F,NO,76945,27226,27557,29251,27153,25086,21254,18136,15358,12176,8500,7276,4887,2984,1830,,624650.0,95936.0,111951.0,111144.0
2010-11-01,2010,11,F,NO,78315,27659,27977,29652,27332,25178,21545,18387,15688,12373,8731,7416,5023,3088,1874,,634171.0,97614.0,113398.0,112921.0
2010-12-01,2010,12,F,NO,79296,28004,28262,30001,27608,25490,21955,18634,16082,12712,8886,7602,5154,3160,1927,,642501.0,98677.0,114461.0,114590.0
2011-01-01,2011,1,F,NO,79239,27784,28064,29843,27428,25380,21962,18680,16160,12811,9068,7667,5259,3215,1965,,642620.0,99145.0,114038.0,114912.0
2011-02-01,2011,2,F,NO,79846,28673,28619,30679,28138,26246,22607,19115,16737,13187,9294,7791,5418,3265,2005,,652239.0,100024.0,114708.0,115887.0
2011-03-01,2011,3,F,NO,80671,29347,29082,30852,28178,26501,22974,19367,17035,13427,9579,8009,5593,3391,2068,,660169.0,101239.0,115657.0,117199.0
2011-04-01,2011,4,F,NO,81403,29950,29821,31508,28556,26911,23369,19777,17453,13774,9903,8199,5807,3469,2138,,670931.0,103380.0,116747.0,118766.0
2011-05-01,2011,5,F,NO,80871,30180,29787,31333,28357,26660,23187,19655,17498,13809,10080,8327,5926,3564,2211,,667223.0,102880.0,115354.0,117544.0
2011-06-01,2011,6,F,NO,82174,30723,30185,31649,28832,26944,23634,20179,17896,14209,10478,8490,6088,3633,2283,,678683.0,104433.0,117028.0,119825.0
2011-07-01,2011,7,F,NO,83242,31468,30958,32278,29213,27502,24133,20745,18297,14440,10802,8643,6259,3699,2371,,688994.0,105427.0,118083.0,121434.0
2011-08-01,2011,8,F,NO,84924,32104,31698,33095,29779,27965,24631,21065,18775,14731,11175,8825,6383,3793,2433,,698526.0,105824.0,118695.0,122631.0
2011-09-01,2011,9,F,NO,85369,32470,31725,32918,29770,27950,24861,21878,19652,15042,11271,8815,6401,3784,2425,,702887.0,106510.0,119096.0,122950.0
2011-10-01,2011,10,F,NO,84937,33176,32179,33026,29778,27929,24913,21440,19179,15239,11535,9050,6614,3919,2510,,701768.0,106049.0,118218.0,122077.0
2011-11-01,2011,11,F,NO,85122,33411,32265,33041,29835,28095,25239,21721,19462,15563,11735,9171,6842,3971,2584,,705800.0,106600.0,118512.0,122631.0
2011-12-01,2011,12,F,NO,84977,33295,32150,33071,29822,28015,25391,21932,19587,15788,11891,9189,6848,3981,2618,,706128.0,106438.0,118532.0,122603.0
2012-01-01,2012,1,F,NO,84824,33414,32170,33119,29869,27956,25577,22175,19745,15914,12040,9369,7064,4159,2742,,707712.0,106441.0,118269.0,122865.0
2012-02-01,2012,2,F,NO,85276,33847,32728,33932,30461,28484,26183,22707,20156,16239,12319,9481,7111,4216,2797,,716404.0,107577.0,118794.0,124096.0
2012-03-01,2012,3,F,NO,86289,34929,33205,34041,30687,28636,26541,22947,20465,16608,12560,9685,7316,4327,2896,,726785.0,109977.0,119985.0,125691.0
2012-04-01,2012,4,F,NO,86312,35187,33566,34154,30735,28717,26580,23164,20670,16731,12669,9815,7371,4403,2939,,730733.0,110990.0,120375.0,126355.0
2012-05-01,2012,5,F,NO,86961,35760,33948,34422,30912,29012,27004,23471,20959,17006,12916,9980,7552,4479,3004,,736874.0,111419.0,120872.0,127197.0
2012-06-01,2012,6,F,NO,87142,36453,34337,34779,31325,29307,27259,23876,21265,17296,13162,10086,7638,4593,3056,,744554.0,113037.0,121601.0,128342.0
2012-07-01,2012,7,F,NO,85585,34618,32200,32830,29633,28082,26358,23249,20888,16996,13003,10012,7590,4552,3020,,719467.0,108941.0,117280.0,124630.0
2012-08-01,2012,8,F,NO,89786,37445,34925,35533,31679,29906,27801,24246,21679,17614,13229,10367,7743,4628,3103,,753643.0,113516.0,121197.0,129246.0
2012-09-01,2012,9,F,NO,90557,38076,35362,35838,31950,30161,28159,24677,22057,18011,13391,10694,7910,4782,3171,,762762.0,114838.0,122207.0,130921.0
2012-10-01,2012,10,F,NO,90613,37941,35173,35554,31682,30017,28105,24382,21937,17807,13291,10723,7899,4777,3171,,759966.0,113969.0,121880.0,131045.0
2012-11-01,2012,11,F,NO,90348,37966,35404,35704,31799,30123,28219,24614,22027,18054,13425,10841,7982,4844,3209,,763275.0,114382.0,122507.0,131827.0
2012-12-01,2012,12,F,NO,90340,38072,35627,36180,32082,30384,28495,24848,22194,18284,13581,10914,8023,4811,3222,,767641.0,115266.0,122896.0,132422.0
2013-01-01,2013,1,F,NO,90171,37855,35356,35898,31872,30237,28435,24897,22242,18389,13629,10982,8090,4861,3276,,768042.0,115682.0,123065.0,133105.0
2013-02-01,2013,2,F,NO,89986,38391,35850,36374,32362,30540,28915,25331,22559,18645,13851,11072,8172,4918,3339,,774382.0,116880.0,123492.0,133705.0
2013-03-01,2013,3,F,NO,90805,39149,36283,36569,32359,30463,28907,25424,22720,18753,14039,11366,8367,5118,3454,,781420.0,118404.0,124196.0,135044.0
2013-04-01,2013,4,F,NO,91177,39112,36411,36524,32469,30661,28978,25626,22964,18961,14269,11467,8513,5164,3534,,784782.0,118554.0,124639.0,135759.0
2013-05-01,2013,5,F,NO,91888,39823,36776,36967,32777,30991,29492,26083,23489,19377,14605,11691,8677,5292,3611,,794846.0,119711.0,126083.0,137513.0
2013-06-01,2013,6,F,NO,92799,40424,37309,37609,33115,31345,29846,26510,23742,19659,14829,11825,8789,5418,3676,,803891.0,120717.0,127325.0,138954.0
2013-07-01,2013,7,F,NO,92407,40595,37571,37736,33313,31563,29995,26766,23895,19861,14971,11948,8898,5459,3731,,804868.0,120309.0,126984.0,138866.0
2013-08-01,2013,8,F,NO,95339,41274,38194,38156,33605,32099,30335,27024,24145,20106,15170,12028,8938,5479,3771,,816352.0,122213.0,128424.0,140052.0
2013-09-01,2013,9,F,NO,95534,41312,38123,38265,33812,32185,30433,27411,24582,20509,15445,12138,9034,5520,3846,,819934.0,122582.0,128928.0,140275.0
2013-10-01,2013,10,F,NO,95981,41651,38336,38302,33859,32326,30597,27498,24440,20510,15528,12203,9090,5591,3887,,820974.0,121425.0,129055.0,140695.0
2013-11-01,2013,11,F,NO,97558,41962,38587,38400,34164,32550,30815,27778,24634,20704,15750,12374,9149,5670,3958,,830976.0,124318.0,130576.0,142029.0
2013-12-01,2013,12,F,NO,98222,42041,38710,38375,34288,32543,30839,28015,24759,20817,15857,12470,9235,5741,4016,,834221.0,124753.0,131225.0,142315.0
2014-01-01,2014,1,F,NO,97926,41614,38508,38184,34302,32382,30657,27850,24478,20709,15832,12345,9237,5708,3990,,832468.0,125166.0,131374.0,142206.0
2014-02-01,2014,2,F,NO,97571,42129,38948,38697,34729,32755,31119,28203,24719,20948,15863,12314,9116,5611,3924,,836902.0,126103.0,131892.0,142261.0
2014-03-01,2014,3,F,NO,98539,42996,39655,38888,34643,32646,30966,28343,24859,21247,16129,12576,9402,5804,4110,,843624.0,126942.0,132587.0,143292.0
2014-04-01,2014,4,F,NO,100120,43083,39543,38788,34713,32865,31208,28755,25170,21676,16475,12758,9617,5949,4229,,851844.0,128329.0,133782.0,144784.0
2014-05-01,2014,5,F,NO,101434,43922,40383,39150,35182,33272,31508,29075,25327,21913,16776,12817,9751,6048,4332,,863175.0,130943.0,135188.0,146154.0
2014-06-01,2014,6,F,NO,102480,44303,40809,39389,35482,33504,31692,29416,25652,22199,17135,12963,9866,6167,4438,,870886.0,132260.0,136137.0,146994.0
2014-07-01,2014,7,F,NO,102407,44703,40942,39624,35830,33529,32003,29500,25866,22395,17260,12925,9769,6107,4361,,873748.0,132509.0,136796.0,147222.0
2014-08-01,2014,8,F,NO,104151,45289,41796,40380,36534,33976,32437,29826,26209,22626,17518,13059,9963,6182,4477,,883972.0,132589.0,138442.0,148518.0
2014-09-01,2014,9,F,NO,105030,45736,41786,40174,36539,33983,32606,29909,26478,22775,17699,13197,10087,6315,4537,,887465.0,132718.0,139140.0,148756.0
2014-10-01,2014,10,F,NO,106413,46259,42268,40307,36645,34168,32700,29961,26715,23042,17962,13322,10188,6401,4628,,893857.0,132749.0,140483.0,149646.0
2014-11-01,2014,11,F,NO,107162,46255,42461,40414,36684,34222,32958,30224,27185,23426,18279,13448,10317,6505,4652,,897947.0,132107.0,141483.0,150165.0
2014-12-01,2014,12,F,NO,107229,46010,42251,39923,36578,33919,32909,30129,27171,23451,18240,13474,10420,6559,4689,,899513.0,134526.0,142030.0,150005.0
2015-01-01,2015,1,F,NO,106416,47122,43259,39981,36622,33823,32867,30206,27481,23906,19084,14109,11146,6959,5057,,904189.0,134239.0,142329.0,149583.0
2015-02-01,2015,2,F,NO,106544,47444,44050,40195,37018,34047,33131,30558,27783,24335,19663,14394,11517,7203,5207,,909401.0,134393.0,142512.0,149407.0
2015-03-01,2015,3,F,NO,109447,48221,44747,40460,37127,34051,33293,30714,27947,24648,20042,14596,11757,7356,5360,,922579.0,137148.0,144506.0,151159.0
2015-04-01,2015,4,F,NO,110891,48690,44821,40701,37158,34126,33579,30865,28140,24819,20369,14732,11884,7438,5470,,930200.0,139163.0,145446.0,151908.0
2015-05-01,2015,5,F,NO,111858,49400,45303,41218,37421,34378,33925,31223,28357,25073,20605,14764,11970,7514,5586,,938126.0,140015.0,146624.0,152892.0
2015-06-01,2015,6,F,NO,112443,49514,45762,41221,37634,34382,34021,31381,28453,25209,20741,14841,12008,7570,5621,,941419.0,140335.0,147080.0,153203.0
2015-07-01,2015,7,F,NO,112557,49533,46044,41507,37818,34523,34151,31570,28559,25350,20948,14911,12051,7640,5709,,941858.0,139117.0,147152.0,152718.0
2015-08-01,2015,8,F,NO,113367,49741,46604,41820,38220,34788,34350,31708,28640,25411,21082,15001,12081,7587,5804,,948017.0,141386.0,147644.0,152783.0
2015-09-01,2015,9,F,NO,114693,49758,46626,41916,38154,34801,34223,31868,28650,25562,21127,15112,12105,7603,5884,,948859.0,141148.0,147645.0,151984.0
2015-10-01,2015,10,F,NO,116364,50274,46606,41913,38347,34933,34392,32190,28927,25917,21406,15303,12248,7732,5987,,955843.0,141168.0,149181.0,152955.0
2015-11-01,2015,11,F,NO,116409,50098,46643,41592,38227,34874,34250,32154,28871,26026,21392,15332,12253,7768,6021,,957153.0,142116.0,149823.0,153304.0
2015-12-01,2015,12,F,NO,116300,49993,46759,41427,38095,34723,34309,32266,28777,26015,21510,15330,12267,7837,6093,,951569.0,138682.0,149152.0,152034.0
2016-01-01,2016,1,F,NO,117086,49847,46724,41241,38137,34663,34296,32293,28799,26178,21642,15508,12352,7927,6139,,958897.0,142433.0,150755.0,152877.0
2016-02-01,2016,2,F,NO,117331,50441,47383,41751,38732,35224,34942,32809,29138,26459,21691,15615,12277,7914,6125,,966962.0,144419.0,151491.0,153220.0
2016-03-01,2016,3,F,NO,120007,51129,47774,41840,38627,35015,35039,32767,29251,26706,21802,15844,12454,8029,6228,,982139.0,147911.0,155475.0,156241.0
2016-04-01,2016,4,F,NO,121035,51564,48170,42033,38756,35213,35054,32975,29377,26772,21909,15978,12506,8080,6283,,986854.0,148580.0,156292.0,156277.0
2016-05-01,2016,5,F,NO,122579,51623,48305,42061,38948,35422,35226,33086,29549,26957,22077,16115,12563,8197,6386,,996493.0,151785.0,158180.0,157434.0
2016-06-01,2016,6,F,NO,121924,51892,48786,42439,39139,35465,35231,33079,29664,26982,22097,16225,12545,8273,6448,,996694.0,150532.0,158614.0,157359.0
2016-07-01,2016,7,F,NO,122343,52149,49312,42921,39470,35850,35738,33663,30160,27503,22345,16679,12718,8424,6527,,1009912.0,154552.0,160811.0,158747.0
2016-08-01,2016,8,F,NO,125039,52986,49935,43508,39956,36046,35730,33664,30124,27544,22261,16849,12705,8467,6561,,1013004.0,152308.0,161103.0,158218.0
2016-09-01,2016,9,F,NO,126765,53146,50062,43535,39891,36161,35927,33945,30403,27800,22448,17091,12741,8570,6569,,1022039.0,154050.0,163408.0,159527.0
2016-10-01,2016,10,F,NO,126750,53464,50181,43782,40221,36265,36094,34155,30583,27876,22532,17244,12764,8651,6625,,1024661.0,153740.0,164005.0,159729.0
2016-11-01,2016,11,F,NO,126133,53172,49990,43485,39756,35940,35796,34207,30807,28179,23141,17404,12822,8675,6518,,1021671.0,153119.0,163570.0,158957.0
2016-12-01,2016,12,F,NO,126558,52896,49900,43397,39784,36038,35711,34402,30702,28030,23036,17450,12807,8706,6480,,1024164.0,153839.0,164572.0,159856.0
2017-01-01,2017,1,F,NO,126045,52719,49673,43200,39783,35894,35692,34364,30546,27785,22815,17485,12819,8722,6570,,1021660.0,153155.0,164776.0,159617.0
2017-02-01,2017,2,F,NO,127205,53234,50668,43670,40294,36423,36213,35065,30856,27991,22980,17609,12834,8763,6652,,1034339.0,155853.0,166942.0,161087.0
2017-03-01,2017,3,F,NO,128540,53703,51171,43915,40419,36324,35793,35147,31060,28316,23238,17774,12868,8705,6652,,1041258.0,157049.0,168616.0,161968.0
2017-04-01,2017,4,F,NO,130574,53933,51482,44011,40374,36408,36134,35428,31299,28445,23458,18074,13133,8927,6834,,1053427.0,159722.0,171059.0,164132.0
2017-05-01,2017,5,F,NO,132586,54616,51996,44561,40804,36845,36578,35882,31750,28752,23843,18419,13319,9098,6957,,1066860.0,161716.0,173107.0,166031.0
2017-06-01,2017,6,F,NO,134208,55065,52397,45070,41105,37064,36927,36077,31850,28851,23743,18397,13306,9092,6999,,1075849.0,163277.0,175131.0,167290.0
2017-07-01,2017,7,F,NO,136175,55599,53228,45771,41686,37362,37310,36624,32012,29099,23907,18430,13426,9162,7064,,1087201.0,165190.0,177183.0,167973.0
2017-08-01,2017,8,F,NO,136950,55774,53822,46729,42970,38300,38301,37641,32806,29765,24347,18291,13484,9076,7042,,1095410.0,165016.0,177681.0,167415.0
2017-09-01,2017,9,F,NO,137775,56047,54089,46411,42522,37692,37728,36825,32085,29274,24197,18192,13699,9156,7091,,1094116.0,164946.0,178887.0,167500.0
2017-10-01,2017,10,F,NO,138435,56043,54051,46336,42407,37809,37784,36999,32049,29472,24437,18306,13936,9271,7191,,1095589.0,164499.0,179214.0,167350.0
2017-11-01,2017,11,F,NO,139012,56081,54135,46225,42358,37805,37938,37551,33104,30215,24987,18538,14176,9339,7214,,1102943.0,165983.0,180413.0,167869.0
2017-12-01,2017,12,F,NO,139391,56076,54225,46328,42637,37955,38063,37508,32760,30023,24959,18650,14323,9436,7302,,1107403.0,166963.0,182137.0,168667.0
2018-01-01,2018,1,F,NO,140065,56017,54130,46177,42554,37953,38237,37459,32911,30110,25055,18686,14391,9543,7429,,1109908.0,167001.0,183138.0,169052.0
2018-02-01,2018,2,F,NO,140395,56315,54734,46492,42871,38291,38399,37699,33164,30330,25145,18784,14443,9558,7411,,1115780.0,168739.0,183898.0,169112.0
2018-03-01,2018,3,F,NO,141213,55125,53689,45804,42085,37677,38003,37491,33206,30410,25228,19035,14549,9673,7527,,1110933.0,167174.0,184238.0,168806.0
2018-04-01,2018,4,F,NO,144495,57411,55849,47166,43115,38421,38769,38281,33872,30825,25585,19337,14732,9852,7643,,1136554.0,172574.0,187548.0,171079.0
2018-05-01,2018,5,F,NO,145486,57650,55877,47151,43226,38472,38897,38304,33993,31019,25802,19427,14750,9872,7703,,1140216.0,173172.0,187899.0,171516.0
2018-06-01,2018,6,F,NO,147097,58107,56764,47737,43556,38644,39248,38467,34361,31091,25949,19588,14824,9944,7778,,1150963.0,175591.0,189479.0,172738.0
2018-07-01,2018,7,F,NO,148103,58662,57255,48171,43805,38820,39531,38648,34712,31254,26191,19699,14947,10032,7871,,1158338.0,176589.0,190438.0,173610.0
2018-08-01,2018,8,F,NO,147559,57054,55466,47136,42788,38217,39206,38400,34628,31136,26217,19755,14930,10121,7936,,1148676.0,175249.0,189808.0,173070.0
2018-09-01,2018,9,F,NO,149037,59131,57653,48619,44163,39134,39826,38922,35193,31443,26554,19971,15075,10195,8050,,1166396.0,176813.0,191692.0,174925.0
