Periodo de Cobertura,Ingresos en Salud,Gasto en Salud,Porcentaje (%) de Siniestralidad,Year,Month
2022-02-01,5960878200.660001,4819899712.64,80.85888606323698,2022,2
2022-03-01,6049416342.96,5517481501.03,91.20684026734185,2022,3
2022-04-01,5909937590.92,5780447611.750001,97.808945066206,2022,4
2022-05-01,6050354330.43,6267875835.47,103.59518621820187,2022,5
2022-06-01,6060051339.51,5695053909.67,93.97699112777627,2022,6
2022-07-01,6077972958.12,5398195042.19,88.81571338645335,2022,7
2022-08-01,6127768877.44,6015776644.0,98.17238156856224,2022,8
2022-09-01,6591710144.78,5449377677.0,82.67016536392127,2022,9
2022-10-01,7562158326.009999,6278854731.07,83.02992955693503,2022,10
2022-11-01,6928305895.900001,5289710192.73,76.34925871070905,2022,11
2022-12-01,7463226777.389999,5412747463.91,72.5255660233725,2022,12
2023-01-01,6940717042.08,5489186951.170001,79.08674158433921,2023,1
2023-02-01,7299088777.280001,6027849388.509999,82.58358779349267,2023,2
2023-03-01,7354331022.17,6429335221.74,87.42243451319291,2023,3
2023-04-01,7209905016.97,6021120114.66,83.51178136865951,2023,4
2023-05-01,7334260306.46,6635711635.349998,90.47554024644147,2023,5
2023-06-01,7306087028.320001,6378879120.410001,87.30910397979194,2023,6
2023-07-01,7259938887.08,6652868870.09,91.63808364736569,2023,7
2023-08-01,7245038976.11,6168123857.920001,85.13582712610588,2023,8
2023-09-01,7257828269.820001,7477738327.31,103.02997052719537,2023,9
2023-10-01,7291734269.82,6966769097.589998,95.54337609949651,2023,10
2023-11-01,7432778778.759999,6365954554.450001,85.64703382053332,2023,11
